Record Date,Federal Tax Deposit Type,Federal Tax Deposit Type Description,Federal Tax Deposits Today,Federal Tax Deposits Month to Date,Federal Tax Deposits Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-01-13,Cash Federal Tax Deposits,Direct,585,2151,11038,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,13
2023-01-13,Cash Federal Tax Deposits,Through Depositaries,23120,164701,1126033,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,13
2023-01-13,Inter-agency Transfers,null,109,6832,37796,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,13
2023-01-12,Withheld Income and Employment Taxes,null,3856,130506,955048,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,12
2023-01-12,Individual Income Taxes,null,3688,14652,60684,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,12
2023-01-12,Railroad Retirement Taxes,null,45,232,1991,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,12
2023-01-12,Excise Taxes,null,485,1264,21593,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,12
2023-01-12,Corporation Income Taxes,null,944,2891,109414,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,12
2023-01-12,Federal Unemployment Taxes,null,37,117,960,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,12
2023-01-12,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,207,1362,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,12
2023-01-12,Cash Federal Tax Deposits,Direct,203,1566,10453,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,12
2023-01-12,Cash Federal Tax Deposits,Through Depositaries,7934,141580,1102913,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,12
2023-01-12,Inter-agency Transfers,null,922,6723,37687,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,12
2023-01-11,Withheld Income and Employment Taxes,null,10798,126649,951192,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,11
2023-01-11,Individual Income Taxes,null,2211,10964,56996,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,11
2023-01-11,Railroad Retirement Taxes,null,48,187,1947,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,11
2023-01-11,Excise Taxes,null,504,779,21108,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,11
2023-01-11,Corporation Income Taxes,null,247,1947,108471,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,11
2023-01-11,Federal Unemployment Taxes,null,16,80,923,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,11
2023-01-11,Estate and Gift Taxes & Misc IRS Rcpts.,null,7,203,1358,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,11
2023-01-11,Cash Federal Tax Deposits,Direct,142,1363,10250,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,11
2023-01-11,Cash Federal Tax Deposits,Through Depositaries,13668,133647,1094979,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,11
2023-01-11,Inter-agency Transfers,null,21,5801,36765,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,11
2023-01-10,Withheld Income and Employment Taxes,null,3634,115851,940394,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,10
2023-01-10,Individual Income Taxes,null,2063,8753,54785,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,10
2023-01-10,Railroad Retirement Taxes,null,40,140,1899,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,10
2023-01-10,Excise Taxes,null,119,276,20604,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,10
2023-01-10,Corporation Income Taxes,null,229,1700,108223,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,10
2023-01-10,Federal Unemployment Taxes,null,11,64,907,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,10
2023-01-10,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,196,1351,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,10
2023-01-10,Cash Federal Tax Deposits,Direct,139,1220,10108,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,10
2023-01-10,Cash Federal Tax Deposits,Through Depositaries,5232,119979,1081311,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,10
2023-01-10,Inter-agency Transfers,null,731,5780,36744,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,10
2023-01-09,Withheld Income and Employment Taxes,null,22884,112217,936760,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,09
2023-01-09,Individual Income Taxes,null,1994,6689,52721,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,09
2023-01-09,Railroad Retirement Taxes,null,51,100,1859,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,09
2023-01-09,Excise Taxes,null,68,156,20485,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,09
2023-01-09,Corporation Income Taxes,null,197,1470,107994,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,09
2023-01-09,Federal Unemployment Taxes,null,10,54,896,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,09
2023-01-09,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,191,1346,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,09
2023-01-09,Cash Federal Tax Deposits,Direct,231,1082,9969,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,09
2023-01-09,Cash Federal Tax Deposits,Through Depositaries,24208,114747,1076079,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,09
2023-01-09,Inter-agency Transfers,null,767,5049,36013,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,09
2023-01-06,Withheld Income and Employment Taxes,null,10299,89334,913876,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,06
2023-01-06,Individual Income Taxes,null,1039,4695,50727,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,06
2023-01-06,Railroad Retirement Taxes,null,26,49,1808,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,06
2023-01-06,Excise Taxes,null,40,88,20417,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,06
2023-01-06,Corporation Income Taxes,null,120,1273,107797,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,06
2023-01-06,Federal Unemployment Taxes,null,10,43,886,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,06
2023-01-06,Estate and Gift Taxes & Misc IRS Rcpts.,null,170,189,1343,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,06
2023-01-06,Cash Federal Tax Deposits,Direct,272,851,9738,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,06
2023-01-06,Cash Federal Tax Deposits,Through Depositaries,10344,90539,1051871,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,06
2023-01-06,Inter-agency Transfers,null,1088,4282,35246,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,06
2023-01-05,Withheld Income and Employment Taxes,null,13208,79034,903577,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,05
2023-01-05,Individual Income Taxes,null,791,3656,49688,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,05
2023-01-05,Railroad Retirement Taxes,null,2,22,1782,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,05
2023-01-05,Excise Taxes,null,16,48,20377,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,05
2023-01-05,Corporation Income Taxes,null,471,1154,107677,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,05
2023-01-05,Federal Unemployment Taxes,null,9,33,876,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,05
2023-01-05,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,18,1173,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,05
2023-01-05,Cash Federal Tax Deposits,Direct,364,578,9465,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,05
2023-01-05,Cash Federal Tax Deposits,Through Depositaries,14099,80195,1041527,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,05
2023-01-05,Inter-agency Transfers,null,38,3194,34158,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,05
2023-01-04,Withheld Income and Employment Taxes,null,8603,65827,890369,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,04
2023-01-04,Individual Income Taxes,null,751,2865,48897,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,04
2023-01-04,Railroad Retirement Taxes,null,2,20,1779,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,04
2023-01-04,Excise Taxes,null,20,32,20361,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,04
2023-01-04,Corporation Income Taxes,null,212,682,107206,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,04
2023-01-04,Federal Unemployment Taxes,null,15,25,868,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,04
2023-01-04,Estate and Gift Taxes & Misc IRS Rcpts.,null,13,14,1169,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,04
2023-01-04,Cash Federal Tax Deposits,Direct,217,215,9102,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,04
2023-01-04,Cash Federal Tax Deposits,Through Depositaries,9332,66096,1027428,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,04
2023-01-04,Inter-agency Transfers,null,67,3155,34119,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,04
2023-01-03,Withheld Income and Employment Taxes,null,57224,57224,881766,IV,Federal Tax Deposits,Classification,1,2023,2,2023,1,01,03
2023-01-03,Individual Income Taxes,null,2114,2114,48146,IV,Federal Tax Deposits,Classification,2,2023,2,2023,1,01,03
2023-01-03,Railroad Retirement Taxes,null,18,18,1777,IV,Federal Tax Deposits,Classification,3,2023,2,2023,1,01,03
2023-01-03,Excise Taxes,null,12,12,20341,IV,Federal Tax Deposits,Classification,4,2023,2,2023,1,01,03
2023-01-03,Corporation Income Taxes,null,470,470,106994,IV,Federal Tax Deposits,Classification,5,2023,2,2023,1,01,03
2023-01-03,Federal Unemployment Taxes,null,10,10,852,IV,Federal Tax Deposits,Classification,6,2023,2,2023,1,01,03
2023-01-03,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,2,1156,IV,Federal Tax Deposits,Classification,7,2023,2,2023,1,01,03
2023-01-03,Cash Federal Tax Deposits,Direct,-2,-2,8885,IV,Federal Tax Deposits,Classification,9,2023,2,2023,1,01,03
2023-01-03,Cash Federal Tax Deposits,Through Depositaries,56763,56763,1018096,IV,Federal Tax Deposits,Classification,10,2023,2,2023,1,01,03
2023-01-03,Inter-agency Transfers,null,3088,3088,34053,IV,Federal Tax Deposits,Classification,12,2023,2,2023,1,01,03
2022-12-30,Withheld Income and Employment Taxes,null,22251,339865,824542,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,30
2022-12-30,Individual Income Taxes,null,1430,14139,46032,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,30
2022-12-30,Railroad Retirement Taxes,null,161,799,1759,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,30
2022-12-30,Excise Taxes,null,98,6994,20329,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,30
2022-12-30,Corporation Income Taxes,null,1626,86226,106524,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,30
2022-12-30,Federal Unemployment Taxes,null,11,60,843,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,30
2022-12-30,Estate and Gift Taxes & Misc IRS Rcpts.,null,10,120,1155,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,30
2022-12-30,Cash Federal Tax Deposits,Direct,324,4235,8887,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,30
2022-12-30,Cash Federal Tax Deposits,Through Depositaries,24238,433110,961332,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,30
2022-12-30,Inter-agency Transfers,null,1026,10859,30964,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,30
2022-12-29,Withheld Income and Employment Taxes,null,16004,317614,802292,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,29
2022-12-29,Individual Income Taxes,null,1086,12709,44602,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,29
2022-12-29,Railroad Retirement Taxes,null,31,638,1598,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,29
2022-12-29,Excise Taxes,null,1983,6895,20231,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,29
2022-12-29,Corporation Income Taxes,null,863,84600,104897,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,29
2022-12-29,Federal Unemployment Taxes,null,3,49,832,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,29
2022-12-29,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,110,1145,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,29
2022-12-29,Cash Federal Tax Deposits,Direct,672,3911,8563,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,29
2022-12-29,Cash Federal Tax Deposits,Through Depositaries,19066,408872,937094,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,29
2022-12-29,Inter-agency Transfers,null,233,9833,29938,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,29
2022-12-28,Withheld Income and Employment Taxes,null,10693,301610,786287,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,28
2022-12-28,Individual Income Taxes,null,831,11623,43516,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,28
2022-12-28,Railroad Retirement Taxes,null,75,607,1567,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,28
2022-12-28,Excise Taxes,null,601,4912,18247,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,28
2022-12-28,Corporation Income Taxes,null,126,83737,104035,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,28
2022-12-28,Federal Unemployment Taxes,null,3,46,828,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,28
2022-12-28,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,108,1143,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,28
2022-12-28,Cash Federal Tax Deposits,Direct,224,3239,7892,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,28
2022-12-28,Cash Federal Tax Deposits,Through Depositaries,11923,389805,918028,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,28
2022-12-28,Inter-agency Transfers,null,182,9600,29705,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,28
2022-12-27,Withheld Income and Employment Taxes,null,28887,290917,775594,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,27
2022-12-27,Individual Income Taxes,null,1034,10792,42685,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,27
2022-12-27,Railroad Retirement Taxes,null,57,532,1492,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,27
2022-12-27,Excise Taxes,null,373,4311,17646,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,27
2022-12-27,Corporation Income Taxes,null,1416,83612,103909,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,27
2022-12-27,Federal Unemployment Taxes,null,2,43,825,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,27
2022-12-27,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,108,1143,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,27
2022-12-27,Cash Federal Tax Deposits,Direct,225,3015,7668,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,27
2022-12-27,Cash Federal Tax Deposits,Through Depositaries,30851,377882,906104,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,27
2022-12-27,Inter-agency Transfers,null,695,9417,29522,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,27
2022-12-23,Withheld Income and Employment Taxes,null,15789,262030,746708,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,23
2022-12-23,Individual Income Taxes,null,542,9758,41651,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,23
2022-12-23,Railroad Retirement Taxes,null,90,474,1435,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,23
2022-12-23,Excise Taxes,null,98,3938,17273,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,23
2022-12-23,Corporation Income Taxes,null,364,82195,102493,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,23
2022-12-23,Federal Unemployment Taxes,null,12,41,823,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,23
2022-12-23,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,107,1142,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,23
2022-12-23,Cash Federal Tax Deposits,Direct,153,2790,7443,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,23
2022-12-23,Cash Federal Tax Deposits,Through Depositaries,15634,347031,875253,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,23
2022-12-23,Inter-agency Transfers,null,1113,8722,28827,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,23
2022-12-22,Withheld Income and Employment Taxes,null,7657,246241,730919,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,22
2022-12-22,Individual Income Taxes,null,473,9216,41109,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,22
2022-12-22,Railroad Retirement Taxes,null,2,385,1345,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,22
2022-12-22,Excise Taxes,null,71,3840,17175,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,22
2022-12-22,Corporation Income Taxes,null,375,81831,102129,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,22
2022-12-22,Federal Unemployment Taxes,null,1,29,812,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,22
2022-12-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,103,1137,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,22
2022-12-22,Cash Federal Tax Deposits,Direct,273,2638,7290,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,22
2022-12-22,Cash Federal Tax Deposits,Through Depositaries,8246,331397,859619,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,22
2022-12-22,Inter-agency Transfers,null,64,7610,27715,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,22
2022-12-21,Withheld Income and Employment Taxes,null,20389,238584,723261,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,21
2022-12-21,Individual Income Taxes,null,477,8742,40635,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,21
2022-12-21,Railroad Retirement Taxes,null,27,382,1343,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,21
2022-12-21,Excise Taxes,null,68,3769,17104,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,21
2022-12-21,Corporation Income Taxes,null,173,81456,101754,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,21
2022-12-21,Federal Unemployment Taxes,null,2,27,810,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,21
2022-12-21,Estate and Gift Taxes & Misc IRS Rcpts.,null,6,100,1134,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,21
2022-12-21,Cash Federal Tax Deposits,Direct,343,2364,7017,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,21
2022-12-21,Cash Federal Tax Deposits,Through Depositaries,20789,323151,851374,IV,Federal Tax Deposits,Classification,10,2023,1,2022,4,12,21
2022-12-21,Inter-agency Transfers,null,11,7546,27651,IV,Federal Tax Deposits,Classification,12,2023,1,2022,4,12,21
2022-12-20,Withheld Income and Employment Taxes,null,6502,218195,702872,IV,Federal Tax Deposits,Classification,1,2023,1,2022,4,12,20
2022-12-20,Individual Income Taxes,null,494,8265,40158,IV,Federal Tax Deposits,Classification,2,2023,1,2022,4,12,20
2022-12-20,Railroad Retirement Taxes,null,2,355,1315,IV,Federal Tax Deposits,Classification,3,2023,1,2022,4,12,20
2022-12-20,Excise Taxes,null,24,3701,17036,IV,Federal Tax Deposits,Classification,4,2023,1,2022,4,12,20
2022-12-20,Corporation Income Taxes,null,332,81283,101580,IV,Federal Tax Deposits,Classification,5,2023,1,2022,4,12,20
2022-12-20,Federal Unemployment Taxes,null,1,26,808,IV,Federal Tax Deposits,Classification,6,2023,1,2022,4,12,20
2022-12-20,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,94,1128,IV,Federal Tax Deposits,Classification,7,2023,1,2022,4,12,20
2022-12-20,Cash Federal Tax Deposits,Direct,155,2022,6674,IV,Federal Tax Deposits,Classification,9,2023,1,2022,4,12,20
