Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-06-25,Taxes - Business Tax Refunds (EFT),null,266,1873,14353,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,25
2024-06-25,Taxes - Individual Tax Refunds (Checks),null,10,3243,52830,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,25
2024-06-25,Taxes - Individual Tax Refunds (EFT),null,105,4650,284804,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,25
2024-06-24,Taxes - Business Tax Refunds (Checks),null,3,2949,47194,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,24
2024-06-24,Taxes - Business Tax Refunds (EFT),null,4,1607,14088,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,24
2024-06-24,Taxes - Individual Tax Refunds (Checks),null,574,3233,52819,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,24
2024-06-24,Taxes - Individual Tax Refunds (EFT),null,202,4545,284699,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,24
2024-06-21,Taxes - Business Tax Refunds (Checks),null,16,2946,47191,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,21
2024-06-21,Taxes - Business Tax Refunds (EFT),null,44,1604,14084,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,21
2024-06-21,Taxes - Individual Tax Refunds (Checks),null,40,2659,52245,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,21
2024-06-21,Taxes - Individual Tax Refunds (EFT),null,-7,4343,284497,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,21
2024-06-20,Taxes - Business Tax Refunds (Checks),null,1,2930,47175,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,20
2024-06-20,Taxes - Business Tax Refunds (EFT),null,23,1560,14040,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,20
2024-06-20,Taxes - Individual Tax Refunds (Checks),null,28,2619,52205,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,20
2024-06-20,Taxes - Individual Tax Refunds (EFT),null,1010,4350,284503,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,20
2024-06-18,Taxes - Business Tax Refunds (Checks),null,898,2929,47174,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,18
2024-06-18,Taxes - Business Tax Refunds (EFT),null,108,1537,14017,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,18
2024-06-18,Taxes - Individual Tax Refunds (Checks),null,43,2591,52177,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,18
2024-06-18,Taxes - Individual Tax Refunds (EFT),null,116,3339,283493,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,18
2024-06-17,Taxes - Business Tax Refunds (Checks),null,16,2031,46276,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,17
2024-06-17,Taxes - Business Tax Refunds (EFT),null,0,1429,13910,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,17
2024-06-17,Taxes - Individual Tax Refunds (Checks),null,51,2548,52134,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,17
2024-06-17,Taxes - Individual Tax Refunds (EFT),null,88,3223,283377,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,17
2024-06-14,Taxes - Business Tax Refunds (Checks),null,34,2015,46260,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,14
2024-06-14,Taxes - Business Tax Refunds (EFT),null,132,1429,13910,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,14
2024-06-14,Taxes - Individual Tax Refunds (Checks),null,648,2496,52083,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,14
2024-06-14,Taxes - Individual Tax Refunds (EFT),null,72,3135,283289,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,14
2024-06-13,Taxes - Business Tax Refunds (Checks),null,14,1981,46226,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,13
2024-06-13,Taxes - Business Tax Refunds (EFT),null,49,1297,13778,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,13
2024-06-13,Taxes - Individual Tax Refunds (Checks),null,47,1848,51434,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,13
2024-06-13,Taxes - Individual Tax Refunds (EFT),null,80,3063,283217,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,13
2024-06-12,Taxes - Business Tax Refunds (Checks),null,29,1967,46212,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,12
2024-06-12,Taxes - Business Tax Refunds (EFT),null,224,1249,13729,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,12
2024-06-12,Taxes - Individual Tax Refunds (Checks),null,37,1801,51387,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,12
2024-06-12,Taxes - Individual Tax Refunds (EFT),null,1066,2983,283137,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,12
2024-06-11,Taxes - Business Tax Refunds (Checks),null,944,1938,46183,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,11
2024-06-11,Taxes - Business Tax Refunds (EFT),null,562,1024,13505,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,11
2024-06-11,Taxes - Individual Tax Refunds (Checks),null,31,1764,51350,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,11
2024-06-11,Taxes - Individual Tax Refunds (EFT),null,111,1917,282071,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,11
2024-06-10,Taxes - Business Tax Refunds (Checks),null,11,994,45239,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,10
2024-06-10,Taxes - Business Tax Refunds (EFT),null,2,463,12943,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,10
2024-06-10,Taxes - Individual Tax Refunds (Checks),null,39,1733,51319,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,10
2024-06-10,Taxes - Individual Tax Refunds (EFT),null,116,1806,281960,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,10
2024-06-07,Taxes - Business Tax Refunds (Checks),null,88,983,45228,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,07
2024-06-07,Taxes - Business Tax Refunds (EFT),null,0,460,12941,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,07
2024-06-07,Taxes - Individual Tax Refunds (Checks),null,722,1694,51280,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,07
2024-06-07,Taxes - Individual Tax Refunds (EFT),null,67,1690,281844,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,07
2024-06-06,Taxes - Business Tax Refunds (Checks),null,172,895,45140,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,06
2024-06-06,Taxes - Business Tax Refunds (EFT),null,-31,460,12941,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,06
2024-06-06,Taxes - Individual Tax Refunds (Checks),null,48,972,50558,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,06
2024-06-06,Taxes - Individual Tax Refunds (EFT),null,91,1623,281777,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,06
2024-06-05,Taxes - Business Tax Refunds (Checks),null,5,723,44969,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,05
2024-06-05,Taxes - Business Tax Refunds (EFT),null,123,492,12972,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,05
2024-06-05,Taxes - Individual Tax Refunds (Checks),null,41,924,50511,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,05
2024-06-05,Taxes - Individual Tax Refunds (EFT),null,1243,1531,281685,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,05
2024-06-04,Taxes - Business Tax Refunds (Checks),null,689,718,44963,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,04
2024-06-04,Taxes - Business Tax Refunds (EFT),null,147,369,12849,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,04
2024-06-04,Taxes - Individual Tax Refunds (Checks),null,62,883,50470,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,04
2024-06-04,Taxes - Individual Tax Refunds (EFT),null,132,288,280442,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,04
2024-06-03,Taxes - Business Tax Refunds (Checks),null,29,29,44274,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,06,03
2024-06-03,Taxes - Business Tax Refunds (EFT),null,221,221,12702,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,06,03
2024-06-03,Taxes - Individual Tax Refunds (Checks),null,822,822,50408,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,06,03
2024-06-03,Taxes - Individual Tax Refunds (EFT),null,157,157,280310,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,06,03
2024-05-31,Taxes - Business Tax Refunds (Checks),null,25,5255,44245,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,31
2024-05-31,Taxes - Business Tax Refunds (EFT),null,2,670,12481,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,31
2024-05-31,Taxes - Individual Tax Refunds (Checks),null,122,6446,49586,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,31
2024-05-31,Taxes - Individual Tax Refunds (EFT),null,117,21319,280154,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,31
2024-05-30,Taxes - Business Tax Refunds (Checks),null,5,5229,44220,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,30
2024-05-30,Taxes - Business Tax Refunds (EFT),null,229,667,12478,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,30
2024-05-30,Taxes - Individual Tax Refunds (Checks),null,43,6325,49465,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,30
2024-05-30,Taxes - Individual Tax Refunds (EFT),null,1552,21202,280037,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,30
2024-05-29,Taxes - Business Tax Refunds (Checks),null,217,5224,44215,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,29
2024-05-29,Taxes - Business Tax Refunds (EFT),null,100,438,12249,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,29
2024-05-29,Taxes - Individual Tax Refunds (Checks),null,48,6281,49421,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,29
2024-05-29,Taxes - Individual Tax Refunds (EFT),null,175,19651,278486,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,29
2024-05-28,Taxes - Business Tax Refunds (Checks),null,1220,5008,43998,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,28
2024-05-28,Taxes - Business Tax Refunds (EFT),null,27,338,12149,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,28
2024-05-28,Taxes - Individual Tax Refunds (Checks),null,58,6234,49373,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,28
2024-05-28,Taxes - Individual Tax Refunds (EFT),null,140,19476,278311,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,28
2024-05-24,Taxes - Business Tax Refunds (Checks),null,8,3787,42778,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,24
2024-05-24,Taxes - Business Tax Refunds (EFT),null,18,311,12122,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,24
2024-05-24,Taxes - Individual Tax Refunds (Checks),null,788,6176,49316,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,24
2024-05-24,Taxes - Individual Tax Refunds (EFT),null,141,19336,278171,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,24
2024-05-23,Taxes - Business Tax Refunds (Checks),null,10,3779,42770,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,23
2024-05-23,Taxes - Business Tax Refunds (EFT),null,130,293,12104,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,23
2024-05-23,Taxes - Individual Tax Refunds (Checks),null,55,5387,48527,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,23
2024-05-23,Taxes - Individual Tax Refunds (EFT),null,113,19195,278030,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,23
2024-05-22,Taxes - Business Tax Refunds (Checks),null,1,3769,42760,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,22
2024-05-22,Taxes - Business Tax Refunds (EFT),null,15,163,11974,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,22
2024-05-22,Taxes - Individual Tax Refunds (Checks),null,51,5333,48473,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,22
2024-05-22,Taxes - Individual Tax Refunds (EFT),null,1681,19081,277916,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,22
2024-05-21,Taxes - Business Tax Refunds (Checks),null,1522,3768,42759,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,21
2024-05-21,Taxes - Business Tax Refunds (EFT),null,23,148,11959,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,21
2024-05-21,Taxes - Individual Tax Refunds (Checks),null,89,5282,48422,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,21
2024-05-21,Taxes - Individual Tax Refunds (EFT),null,160,17400,276235,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,21
2024-05-20,Taxes - Business Tax Refunds (Checks),null,98,2246,41237,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,20
2024-05-20,Taxes - Business Tax Refunds (EFT),null,10,125,11936,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,20
2024-05-20,Taxes - Individual Tax Refunds (Checks),null,65,5192,48332,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,20
2024-05-20,Taxes - Individual Tax Refunds (EFT),null,166,17240,276075,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,20
2024-05-17,Taxes - Business Tax Refunds (Checks),null,58,2149,41139,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,17
2024-05-17,Taxes - Business Tax Refunds (EFT),null,-1,115,11926,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,17
2024-05-17,Taxes - Individual Tax Refunds (Checks),null,934,5128,48268,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,17
2024-05-17,Taxes - Individual Tax Refunds (EFT),null,153,17074,275909,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,17
2024-05-16,Taxes - Business Tax Refunds (Checks),null,34,2091,41082,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,16
2024-05-16,Taxes - Business Tax Refunds (EFT),null,-3,117,11927,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,16
2024-05-16,Taxes - Individual Tax Refunds (Checks),null,73,4194,47334,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,16
2024-05-16,Taxes - Individual Tax Refunds (EFT),null,148,16921,275756,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,16
2024-05-15,Taxes - Business Tax Refunds (Checks),null,9,2057,41048,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,15
2024-05-15,Taxes - Business Tax Refunds (EFT),null,3,120,11931,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,15
2024-05-15,Taxes - Individual Tax Refunds (Checks),null,131,4121,47261,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,15
2024-05-15,Taxes - Individual Tax Refunds (EFT),null,2014,16774,275609,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,15
2024-05-14,Taxes - Business Tax Refunds (Checks),null,714,2048,41039,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,14
2024-05-14,Taxes - Business Tax Refunds (EFT),null,24,117,11928,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,14
2024-05-14,Taxes - Individual Tax Refunds (Checks),null,88,3990,47129,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,14
2024-05-14,Taxes - Individual Tax Refunds (EFT),null,194,14760,273594,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,14
2024-05-13,Taxes - Business Tax Refunds (Checks),null,22,1334,40325,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,13
2024-05-13,Taxes - Business Tax Refunds (EFT),null,2,93,11904,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,13
2024-05-13,Taxes - Individual Tax Refunds (Checks),null,73,3902,47042,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,13
2024-05-13,Taxes - Individual Tax Refunds (EFT),null,223,14566,273401,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,13
2024-05-10,Taxes - Business Tax Refunds (Checks),null,39,1312,40302,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,10
2024-05-10,Taxes - Business Tax Refunds (EFT),null,-1,90,11901,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,10
2024-05-10,Taxes - Individual Tax Refunds (Checks),null,1224,3828,46968,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,10
2024-05-10,Taxes - Individual Tax Refunds (EFT),null,161,14343,273178,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,10
2024-05-09,Taxes - Business Tax Refunds (Checks),null,9,1272,40263,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,09
2024-05-09,Taxes - Business Tax Refunds (EFT),null,10,91,11902,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,09
2024-05-09,Taxes - Individual Tax Refunds (Checks),null,82,2604,45744,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,09
2024-05-09,Taxes - Individual Tax Refunds (EFT),null,199,14182,273017,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,09
2024-05-08,Taxes - Business Tax Refunds (Checks),null,2,1264,40254,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,08
2024-05-08,Taxes - Business Tax Refunds (EFT),null,1,82,11893,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,08
2024-05-08,Taxes - Individual Tax Refunds (Checks),null,102,2521,45661,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,08
2024-05-08,Taxes - Individual Tax Refunds (EFT),null,3201,13983,272818,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,08
2024-05-07,Taxes - Business Tax Refunds (Checks),null,1218,1262,40253,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,07
2024-05-07,Taxes - Business Tax Refunds (EFT),null,60,81,11892,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,07
2024-05-07,Taxes - Individual Tax Refunds (Checks),null,82,2419,45559,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,07
2024-05-07,Taxes - Individual Tax Refunds (EFT),null,268,10781,269616,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,07
2024-05-06,Taxes - Business Tax Refunds (Checks),null,10,44,39035,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,06
2024-05-06,Taxes - Business Tax Refunds (EFT),null,13,20,11831,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,06
2024-05-06,Taxes - Individual Tax Refunds (Checks),null,95,2338,45477,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,06
2024-05-06,Taxes - Individual Tax Refunds (EFT),null,375,10513,269348,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,06
2024-05-03,Taxes - Business Tax Refunds (Checks),null,2,35,39025,V,Income Tax Refunds Issued,Classification,1,2024,3,2024,2,05,03
2024-05-03,Taxes - Business Tax Refunds (EFT),null,0,7,11818,V,Income Tax Refunds Issued,Classification,2,2024,3,2024,2,05,03
2024-05-03,Taxes - Individual Tax Refunds (Checks),null,1870,2243,45383,V,Income Tax Refunds Issued,Classification,3,2024,3,2024,2,05,03
2024-05-03,Taxes - Individual Tax Refunds (EFT),null,246,10138,268973,V,Income Tax Refunds Issued,Classification,4,2024,3,2024,2,05,03
