Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2026-04-08,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,08
2026-04-07,Debt Held by the Public,null,31371921,31413834,31431182,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,3,2026,2,04,07
2026-04-07,Intragovernmental Holdings,null,7598021,7580267,7634239,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,3,2026,2,04,07
2026-04-07,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,3,2026,2,04,07
2026-04-07,Debt Not Subject to Limit,Unamortized Discount (-),171089,170305,170747,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,3,2026,2,04,07
2026-04-07,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,3,2026,2,04,07
2026-04-07,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,3,2026,2,04,07
2026-04-07,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,07
2026-04-06,Debt Held by the Public,null,31413834,31409492,31431182,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,3,2026,2,04,06
2026-04-06,Intragovernmental Holdings,null,7580267,7572263,7634239,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,3,2026,2,04,06
2026-04-06,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,3,2026,2,04,06
2026-04-06,Debt Not Subject to Limit,Unamortized Discount (-),170305,172391,170747,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,3,2026,2,04,06
2026-04-06,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,3,2026,2,04,06
2026-04-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,3,2026,2,04,06
2026-04-06,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,06
2026-04-03,Debt Held by the Public,null,31409492,31409363,31431182,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,3,2026,2,04,03
2026-04-03,Intragovernmental Holdings,null,7572263,7590901,7634239,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,3,2026,2,04,03
2026-04-03,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,3,2026,2,04,03
2026-04-03,Debt Not Subject to Limit,Unamortized Discount (-),172391,173087,170747,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,3,2026,2,04,03
2026-04-03,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,3,2026,2,04,03
2026-04-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,3,2026,2,04,03
2026-04-03,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,03
2026-04-02,Debt Held by the Public,null,31409363,31431329,31431182,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,3,2026,2,04,02
2026-04-02,Intragovernmental Holdings,null,7590901,7584863,7634239,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,3,2026,2,04,02
2026-04-02,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,3,2026,2,04,02
2026-04-02,Debt Not Subject to Limit,Unamortized Discount (-),173087,171103,170747,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,3,2026,2,04,02
2026-04-02,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,3,2026,2,04,02
2026-04-02,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,3,2026,2,04,02
2026-04-02,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,02
2026-04-01,Debt Held by the Public,null,31431329,31431182,31431182,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,3,2026,2,04,01
2026-04-01,Intragovernmental Holdings,null,7584863,7634239,7634239,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,3,2026,2,04,01
2026-04-01,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,3,2026,2,04,01
2026-04-01,Debt Not Subject to Limit,Unamortized Discount (-),171103,170747,170747,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,3,2026,2,04,01
2026-04-01,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,3,2026,2,04,01
2026-04-01,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,3,2026,2,04,01
2026-04-01,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,3,2026,2,04,01
2026-03-31,Debt Held by the Public,null,31431182,31385929,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,31
2026-03-31,Intragovernmental Holdings,null,7634239,7637099,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,31
2026-03-31,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,31
2026-03-31,Debt Not Subject to Limit,Unamortized Discount (-),170747,165771,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,31
2026-03-31,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,31
2026-03-31,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,31
2026-03-31,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,31
2026-03-30,Debt Held by the Public,null,31385929,31388493,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,30
2026-03-30,Intragovernmental Holdings,null,7637099,7627139,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,30
2026-03-30,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,30
2026-03-30,Debt Not Subject to Limit,Unamortized Discount (-),165771,167871,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,30
2026-03-30,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,30
2026-03-30,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,30
2026-03-30,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,30
2026-03-27,Debt Held by the Public,null,31388493,31361116,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,27
2026-03-27,Intragovernmental Holdings,null,7627139,7629274,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,27
2026-03-27,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,27
2026-03-27,Debt Not Subject to Limit,Unamortized Discount (-),167871,168571,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,27
2026-03-27,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,27
2026-03-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,27
2026-03-27,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,27
2026-03-26,Debt Held by the Public,null,31361116,31363230,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,26
2026-03-26,Intragovernmental Holdings,null,7629274,7627369,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,26
2026-03-26,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,26
2026-03-26,Debt Not Subject to Limit,Unamortized Discount (-),168571,166574,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,26
2026-03-26,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,26
2026-03-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,26
2026-03-26,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,26
2026-03-25,Debt Held by the Public,null,31363230,31362014,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,25
2026-03-25,Intragovernmental Holdings,null,7627369,7637841,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,25
2026-03-25,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,25
2026-03-25,Debt Not Subject to Limit,Unamortized Discount (-),166574,167275,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,25
2026-03-25,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,25
2026-03-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,25
2026-03-25,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,25
2026-03-24,Debt Held by the Public,null,31362014,31385567,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,24
2026-03-24,Intragovernmental Holdings,null,7637841,7621379,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,24
2026-03-24,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,24
2026-03-24,Debt Not Subject to Limit,Unamortized Discount (-),167275,166410,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,24
2026-03-24,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,24
2026-03-24,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,24
2026-03-24,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,24
2026-03-23,Debt Held by the Public,null,31385567,31384605,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,23
2026-03-23,Intragovernmental Holdings,null,7621379,7617466,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,23
2026-03-23,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,23
2026-03-23,Debt Not Subject to Limit,Unamortized Discount (-),166410,168519,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,23
2026-03-23,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,23
2026-03-23,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,23
2026-03-23,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,23
2026-03-20,Debt Held by the Public,null,31384605,31385414,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,20
2026-03-20,Intragovernmental Holdings,null,7617466,7616851,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,20
2026-03-20,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,20
2026-03-20,Debt Not Subject to Limit,Unamortized Discount (-),168519,169223,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,20
2026-03-20,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,20
2026-03-20,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,20
2026-03-20,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,20
2026-03-19,Debt Held by the Public,null,31385414,31364648,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,19
2026-03-19,Intragovernmental Holdings,null,7616851,7612180,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,19
2026-03-19,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,19
2026-03-19,Debt Not Subject to Limit,Unamortized Discount (-),169223,165254,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,19
2026-03-19,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,19
2026-03-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,19
2026-03-19,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,19
2026-03-18,Debt Held by the Public,null,31364648,31379707,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,18
2026-03-18,Intragovernmental Holdings,null,7612180,7637056,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,18
2026-03-18,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,18
2026-03-18,Debt Not Subject to Limit,Unamortized Discount (-),165254,165956,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,18
2026-03-18,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,18
2026-03-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,18
2026-03-18,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,18
2026-03-17,Debt Held by the Public,null,31379707,31381345,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,17
2026-03-17,Intragovernmental Holdings,null,7637056,7610842,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,17
2026-03-17,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,17
2026-03-17,Debt Not Subject to Limit,Unamortized Discount (-),165956,165035,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,17
2026-03-17,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,17
2026-03-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,17
2026-03-17,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,17
2026-03-16,Debt Held by the Public,null,31381345,31300165,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,16
2026-03-16,Intragovernmental Holdings,null,7610842,7602472,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,16
2026-03-16,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,16
2026-03-16,Debt Not Subject to Limit,Unamortized Discount (-),165035,167143,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,16
2026-03-16,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,16
2026-03-16,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,16
2026-03-16,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,16
2026-03-13,Debt Held by the Public,null,31300165,31300175,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,13
2026-03-13,Intragovernmental Holdings,null,7602472,7600704,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,13
2026-03-13,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,13
2026-03-13,Debt Not Subject to Limit,Unamortized Discount (-),167143,167845,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,13
2026-03-13,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,13
2026-03-13,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,13
2026-03-13,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,13
2026-03-12,Debt Held by the Public,null,31300175,31285946,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,12
2026-03-12,Intragovernmental Holdings,null,7600704,7596476,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,12
2026-03-12,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,12
2026-03-12,Debt Not Subject to Limit,Unamortized Discount (-),167845,165832,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,12
2026-03-12,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,12
2026-03-12,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,12
2026-03-12,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,12
2026-03-11,Debt Held by the Public,null,31285946,31298791,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,11
2026-03-11,Intragovernmental Holdings,null,7596476,7620071,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,11
2026-03-11,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,11
2026-03-11,Debt Not Subject to Limit,Unamortized Discount (-),165832,166534,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,11
2026-03-11,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,11
2026-03-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,11
2026-03-11,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,11
2026-03-10,Debt Held by the Public,null,31298791,31280623,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,10
2026-03-10,Intragovernmental Holdings,null,7620071,7602178,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,10
2026-03-10,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,10
2026-03-10,Debt Not Subject to Limit,Unamortized Discount (-),166534,165577,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,10
2026-03-10,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,10
2026-03-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,10
2026-03-10,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,10
2026-03-09,Debt Held by the Public,null,31280623,31280012,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,09
2026-03-09,Intragovernmental Holdings,null,7602178,7589806,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,09
2026-03-09,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,09
2026-03-09,Debt Not Subject to Limit,Unamortized Discount (-),165577,167679,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,09
2026-03-09,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,09
2026-03-09,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,09
2026-03-09,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,09
2026-03-06,Debt Held by the Public,null,31280012,31281694,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,06
2026-03-06,Intragovernmental Holdings,null,7589806,7591836,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,06
2026-03-06,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,06
2026-03-06,Debt Not Subject to Limit,Unamortized Discount (-),167679,168380,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,06
2026-03-06,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,06
2026-03-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,06
2026-03-06,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,06
2026-03-05,Debt Held by the Public,null,31281694,31271272,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,05
2026-03-05,Intragovernmental Holdings,null,7591836,7586399,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,05
2026-03-05,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,05
2026-03-05,Debt Not Subject to Limit,Unamortized Discount (-),168380,166423,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,05
2026-03-05,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,05
2026-03-05,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2026,2,2026,1,03,05
2026-03-05,Statutory Debt Limit,null,41103996,41103996,41103996,41103996,IIIC,Debt Subject to Limit,Balance Transactions,9,2026,2,2026,1,03,05
2026-03-04,Debt Held by the Public,null,31271272,31268820,31186965,30277766,IIIC,Debt Subject to Limit,Balance Transactions,1,2026,2,2026,1,03,04
2026-03-04,Intragovernmental Holdings,null,7586399,7584532,7582841,7359787,IIIC,Debt Subject to Limit,Balance Transactions,2,2026,2,2026,1,03,04
2026-03-04,Debt Not Subject to Limit,Other Debt (-),475,475,475,475,IIIC,Debt Subject to Limit,Balance Transactions,4,2026,2,2026,1,03,04
2026-03-04,Debt Not Subject to Limit,Unamortized Discount (-),166423,167124,167539,106665,IIIC,Debt Subject to Limit,Balance Transactions,5,2026,2,2026,1,03,04
2026-03-04,Debt Not Subject to Limit,Federal Financing Bank (-),4093,4093,4093,4093,IIIC,Debt Subject to Limit,Balance Transactions,6,2026,2,2026,1,03,04
