ei,xi,pnl,slv,root
2023-09-28 06:20:00,2023-09-28 06:25:00,26.75,ZN#4,ZN
2023-09-29 00:05:00,2023-09-29 00:30:00,-35.75,ZN#5,ZN
2023-09-29 01:05:00,2023-09-29 01:10:00,42.375,ZN#3,ZN
2023-09-29 02:30:00,2023-09-29 03:40:00,26.75,ZN#5,ZN
2023-09-29 03:40:00,2023-09-29 03:45:00,11.125,ZN#4,ZN
2023-09-29 05:05:00,2023-09-29 05:30:00,-67.0,ZN#3,ZN
2023-10-02 00:10:00,2023-10-02 00:15:00,26.75,ZN#5,ZN
2023-10-02 02:10:00,2023-10-02 02:30:00,26.75,ZN#4,ZN
2023-10-02 03:10:00,2023-10-02 03:15:00,11.125,ZN#5,ZN
2023-10-02 06:15:00,2023-10-02 06:20:00,26.75,ZN#4,ZN
2023-10-02 06:35:00,2023-10-02 06:35:00,-35.75,ZN#5,ZN
2023-10-03 00:15:00,2023-10-03 00:35:00,-43.004464285708195,ZN#3,ZN
2023-10-03 01:50:00,2023-10-03 03:15:00,26.75,ZN#5,ZN
2023-10-03 03:55:00,2023-10-03 04:00:00,11.125,ZN#5,ZN
2023-10-03 04:05:00,2023-10-03 04:10:00,-35.75,ZN#4,ZN
2023-10-03 06:00:00,2023-10-03 06:25:00,-30.169642857138797,ZN#3,ZN
2023-10-03 06:30:00,2023-10-03 06:35:00,26.75,ZN#5,ZN
2023-10-03 06:25:00,2023-10-03 06:40:00,26.75,ZN#4,ZN
2023-10-04 00:15:00,2023-10-04 00:20:00,-35.75,ZN#5,ZN
2023-10-04 04:30:00,2023-10-04 04:50:00,-51.375,ZN#5,ZN
2023-10-04 04:45:00,2023-10-04 05:40:00,58.0,ZN#3,ZN
2023-10-05 00:10:00,2023-10-05 00:20:00,-29.0535714285694,ZN#5,ZN
2023-10-05 00:20:00,2023-10-05 00:25:00,-0.59375,ZN#3,ZN
2023-10-05 02:25:00,2023-10-05 02:55:00,26.75,ZN#5,ZN
2023-10-05 03:25:00,2023-10-05 03:40:00,26.75,ZN#4,ZN
2023-10-05 04:30:00,2023-10-05 04:40:00,26.75,ZN#5,ZN
2023-10-05 04:30:00,2023-10-05 05:40:00,42.375,ZN#3,ZN
2023-10-05 06:05:00,2023-10-05 06:10:00,-35.75,ZN#4,ZN
2023-10-06 00:15:00,2023-10-06 00:45:00,26.75,ZN#5,ZN
2023-10-06 02:30:00,2023-10-06 02:35:00,26.75,ZN#5,ZN
2023-10-06 02:05:00,2023-10-06 02:55:00,-35.75,ZN#4,ZN
2023-10-06 00:15:00,2023-10-06 03:25:00,42.375,ZN#3,ZN
2023-10-06 04:50:00,2023-10-06 05:10:00,-26.263392857138797,ZN#5,ZN
2023-10-06 05:05:00,2023-10-06 05:20:00,-35.75,ZN#4,ZN
2023-10-06 05:25:00,2023-10-06 05:35:00,42.375,ZN#3,ZN
2023-10-06 07:00:00,2023-10-06 07:05:00,26.75,ZN#5,ZN
2023-10-09 02:50:00,2023-10-09 02:55:00,26.75,ZN#4,ZN
2023-10-09 02:30:00,2023-10-09 03:10:00,26.75,ZN#5,ZN
2023-10-09 05:30:00,2023-10-09 05:40:00,26.75,ZN#4,ZN
2023-10-09 05:40:00,2023-10-09 05:45:00,26.75,ZN#5,ZN
2023-10-10 00:10:00,2023-10-10 00:10:00,-67.0,ZN#3,ZN
2023-10-10 00:10:00,2023-10-10 00:10:00,-35.75,ZN#5,ZN
2023-10-10 02:25:00,2023-10-10 02:30:00,26.75,ZN#4,ZN
2023-10-10 02:25:00,2023-10-10 02:30:00,-20.125,ZN#5,ZN
2023-10-10 04:35:00,2023-10-10 04:50:00,26.75,ZN#4,ZN
2023-10-10 05:40:00,2023-10-10 05:45:00,26.75,ZN#5,ZN
2023-10-10 05:40:00,2023-10-10 05:50:00,42.375,ZN#3,ZN
2023-10-11 00:05:00,2023-10-11 00:10:00,-35.75,ZN#5,ZN
2023-10-11 01:10:00,2023-10-11 01:20:00,58.0,ZN#3,ZN
2023-10-11 02:05:00,2023-10-11 02:10:00,26.75,ZN#5,ZN
2023-10-11 02:05:00,2023-10-11 02:20:00,26.75,ZN#4,ZN
2023-10-11 06:15:00,2023-10-11 06:20:00,26.75,ZN#5,ZN
2023-10-11 06:45:00,2023-10-11 06:55:00,-51.375,ZN#4,ZN
2023-10-12 00:00:00,2023-10-12 00:05:00,42.375,ZN#3,ZN
2023-10-12 00:00:00,2023-10-12 00:05:00,26.75,ZN#5,ZN
2023-10-12 02:00:00,2023-10-12 02:20:00,26.75,ZN#5,ZN
2023-10-12 04:55:00,2023-10-12 05:00:00,11.125,ZN#4,ZN
2023-10-12 05:05:00,2023-10-12 05:10:00,26.75,ZN#3,ZN
2023-10-12 05:35:00,2023-10-12 05:40:00,11.125,ZN#5,ZN
2023-10-13 00:10:00,2023-10-13 00:55:00,-29.0535714285694,ZN#3,ZN
2023-10-13 02:40:00,2023-10-13 03:05:00,26.75,ZN#5,ZN
2023-10-13 03:15:00,2023-10-13 03:20:00,11.125,ZN#4,ZN
2023-10-13 06:10:00,2023-10-13 06:35:00,-51.375,ZN#5,ZN
2023-10-13 06:35:00,2023-10-13 06:40:00,42.375,ZN#4,ZN
2023-10-13 06:10:00,2023-10-13 06:40:00,58.0,ZN#3,ZN
2023-10-16 00:00:00,2023-10-16 00:05:00,26.75,ZN#5,ZN
2023-10-16 00:05:00,2023-10-16 00:10:00,42.375,ZN#3,ZN
2023-10-16 02:00:00,2023-10-16 02:20:00,-51.375,ZN#4,ZN
2023-10-16 02:50:00,2023-10-16 02:55:00,26.75,ZN#5,ZN
2023-10-16 04:05:00,2023-10-16 04:25:00,-21.799107142861203,ZN#3,ZN
2023-10-16 04:55:00,2023-10-16 05:10:00,26.75,ZN#5,ZN
2023-10-16 05:45:00,2023-10-16 05:50:00,-35.75,ZN#4,ZN
2023-10-17 00:00:00,2023-10-17 00:05:00,-20.683035714291805,ZN#3,ZN
2023-10-17 00:30:00,2023-10-17 00:35:00,-10.638392857138797,ZN#5,ZN
2023-10-17 04:15:00,2023-10-17 04:25:00,26.75,ZN#5,ZN
2023-10-17 06:25:00,2023-10-17 06:40:00,-27.379464285708195,ZN#5,ZN
2023-10-18 00:05:00,2023-10-18 00:15:00,-40.214285714291805,ZN#5,ZN
2023-10-18 00:15:00,2023-10-18 00:30:00,-37.4241071428612,ZN#3,ZN
2023-10-18 02:00:00,2023-10-18 02:05:00,26.75,ZN#4,ZN
2023-10-18 04:10:00,2023-10-18 04:35:00,26.75,ZN#4,ZN
2023-10-18 04:35:00,2023-10-18 04:50:00,26.75,ZN#5,ZN
2023-10-18 05:00:00,2023-10-18 05:05:00,26.75,ZN#3,ZN
2023-10-19 00:00:00,2023-10-19 00:10:00,26.75,ZN#5,ZN
2023-10-19 00:00:00,2023-10-19 00:50:00,-43.004464285708195,ZN#3,ZN
2023-10-19 02:25:00,2023-10-19 02:30:00,42.375,ZN#4,ZN
2023-10-19 02:30:00,2023-10-19 03:20:00,-51.375,ZN#5,ZN
2023-10-19 06:00:00,2023-10-19 06:05:00,26.75,ZN#5,ZN
2023-10-20 00:05:00,2023-10-20 00:10:00,26.75,ZN#5,ZN
2023-10-20 00:05:00,2023-10-20 00:15:00,-35.75,ZN#3,ZN
2023-10-20 04:10:00,2023-10-20 05:25:00,-43.004464285708195,ZN#5,ZN
2023-10-20 06:10:00,2023-10-20 06:15:00,26.75,ZN#5,ZN
2023-10-20 06:20:00,2023-10-20 06:25:00,58.0,ZN#3,ZN
2023-10-23 00:00:00,2023-10-23 00:10:00,-51.375,ZN#4,ZN
2023-10-23 00:10:00,2023-10-23 00:15:00,26.75,ZN#5,ZN
2023-10-23 00:05:00,2023-10-23 00:35:00,-40.214285714291805,ZN#3,ZN
2023-10-23 04:50:00,2023-10-23 04:55:00,26.75,ZN#5,ZN
2023-10-23 06:25:00,2023-10-23 06:30:00,26.75,ZN#4,ZN
2023-10-23 06:20:00,2023-10-23 06:45:00,42.375,ZN#3,ZN
2023-10-24 01:10:00,2023-10-24 01:15:00,26.75,ZN#5,ZN
2023-10-24 00:35:00,2023-10-24 01:20:00,-31.84375,ZN#3,ZN
2023-10-24 04:05:00,2023-10-24 04:10:00,26.75,ZN#5,ZN
2023-10-24 04:35:00,2023-10-24 05:20:00,26.75,ZN#3,ZN
2023-10-24 05:50:00,2023-10-24 05:55:00,11.125,ZN#4,ZN
2023-10-25 00:00:00,2023-10-25 00:05:00,-13.428571428569398,ZN#3,ZN
2023-10-25 00:05:00,2023-10-25 00:10:00,-19.0089285714306,ZN#5,ZN
2023-10-25 04:35:00,2023-10-25 04:45:00,26.75,ZN#3,ZN
2023-10-25 04:25:00,2023-10-25 04:45:00,26.75,ZN#5,ZN
2023-10-25 06:00:00,2023-10-25 06:05:00,-35.75,ZN#4,ZN
2023-10-25 06:35:00,2023-10-25 06:45:00,26.75,ZN#5,ZN
2023-10-26 00:05:00,2023-10-26 00:10:00,42.375,ZN#3,ZN
2023-10-26 00:15:00,2023-10-26 00:20:00,26.75,ZN#5,ZN
2023-10-26 02:00:00,2023-10-26 02:20:00,26.75,ZN#4,ZN
2023-10-26 03:05:00,2023-10-26 03:10:00,26.75,ZN#5,ZN
2023-10-26 04:20:00,2023-10-26 04:25:00,26.75,ZN#4,ZN
2023-10-26 04:35:00,2023-10-26 04:40:00,42.375,ZN#3,ZN
2023-10-26 05:10:00,2023-10-26 05:25:00,26.75,ZN#5,ZN
2023-10-27 00:05:00,2023-10-27 00:30:00,-48.5848214285694,ZN#3,ZN
2023-10-27 02:00:00,2023-10-27 02:20:00,-51.375,ZN#4,ZN
2023-10-27 02:50:00,2023-10-27 03:50:00,26.75,ZN#5,ZN
2023-10-27 04:10:00,2023-10-27 05:05:00,42.375,ZN#3,ZN
2023-10-27 05:05:00,2023-10-27 05:10:00,11.125,ZN#4,ZN
2023-10-27 05:55:00,2023-10-27 05:55:00,-20.125,ZN#5,ZN
2023-10-30 00:10:00,2023-10-30 00:20:00,26.75,ZN#5,ZN
2023-10-30 00:10:00,2023-10-30 00:30:00,42.375,ZN#3,ZN
2023-10-30 02:10:00,2023-10-30 02:20:00,26.75,ZN#4,ZN
2023-10-30 02:30:00,2023-10-30 02:35:00,26.75,ZN#5,ZN
2023-10-30 05:30:00,2023-10-30 05:35:00,11.125,ZN#4,ZN
2023-10-30 06:10:00,2023-10-30 06:15:00,26.75,ZN#3,ZN
2023-10-30 06:20:00,2023-10-30 06:25:00,26.75,ZN#5,ZN
2023-10-31 00:15:00,2023-10-31 01:05:00,-34.6339285714306,ZN#3,ZN
2023-10-31 01:10:00,2023-10-31 01:25:00,26.75,ZN#5,ZN
2023-10-31 03:00:00,2023-10-31 03:20:00,26.75,ZN#4,ZN
2023-10-31 03:20:00,2023-10-31 03:25:00,-31.84375,ZN#5,ZN
2023-10-31 05:15:00,2023-10-31 05:25:00,42.375,ZN#3,ZN
2023-10-31 05:30:00,2023-10-31 06:05:00,-51.375,ZN#4,ZN
2023-10-31 05:30:00,2023-10-31 06:05:00,-40.214285714291805,ZN#5,ZN
2023-11-01 00:25:00,2023-11-01 00:30:00,-5.058035714291805,ZN#5,ZN
2023-11-01 02:35:00,2023-11-01 02:55:00,26.75,ZN#5,ZN
2023-11-01 02:35:00,2023-11-01 02:55:00,26.75,ZN#4,ZN
2023-11-01 04:50:00,2023-11-01 05:30:00,26.75,ZN#4,ZN
2023-11-01 05:30:00,2023-11-01 05:45:00,-29.0535714285694,ZN#3,ZN
2023-11-01 05:30:00,2023-11-01 05:45:00,-16.21875,ZN#5,ZN
2023-11-02 00:15:00,2023-11-02 00:25:00,-67.0,ZN#5,ZN
2023-11-02 02:05:00,2023-11-02 02:10:00,26.75,ZN#4,ZN
2023-11-02 05:15:00,2023-11-02 05:20:00,-16.21875,ZN#5,ZN
2023-11-02 07:00:00,2023-11-02 07:25:00,58.0,ZN#3,ZN
2023-11-03 00:10:00,2023-11-03 00:15:00,26.75,ZN#5,ZN
2023-11-03 05:10:00,2023-11-03 05:15:00,11.125,ZN#5,ZN
2023-11-03 03:30:00,2023-11-03 05:35:00,26.75,ZN#3,ZN
2023-11-03 06:55:00,2023-11-03 07:00:00,-35.75,ZN#4,ZN
2023-11-06 00:10:00,2023-11-06 00:15:00,26.75,ZN#5,ZN
2023-11-06 00:40:00,2023-11-06 00:45:00,42.375,ZN#3,ZN
2023-11-06 02:05:00,2023-11-06 02:25:00,26.75,ZN#4,ZN
2023-11-06 02:25:00,2023-11-06 02:30:00,26.75,ZN#5,ZN
2023-11-06 04:35:00,2023-11-06 04:50:00,26.75,ZN#4,ZN
2023-11-06 05:05:00,2023-11-06 05:10:00,26.75,ZN#5,ZN
2023-11-06 04:55:00,2023-11-06 05:30:00,42.375,ZN#3,ZN
2023-11-07 00:30:00,2023-11-07 01:00:00,-19.0089285714306,ZN#3,ZN
2023-11-07 02:15:00,2023-11-07 02:20:00,26.75,ZN#5,ZN
2023-11-07 02:15:00,2023-11-07 02:20:00,26.75,ZN#4,ZN
2023-11-07 04:15:00,2023-11-07 04:20:00,26.75,ZN#4,ZN
2023-11-07 06:05:00,2023-11-07 06:10:00,-20.683035714291805,ZN#5,ZN
2023-11-07 06:10:00,2023-11-07 07:05:00,-39.098214285708195,ZN#3,ZN
2023-11-08 00:00:00,2023-11-08 00:05:00,58.0,ZN#3,ZN
2023-11-08 00:35:00,2023-11-08 00:40:00,-51.375,ZN#5,ZN
2023-11-08 05:55:00,2023-11-08 05:55:00,-35.75,ZN#5,ZN
2023-11-08 05:05:00,2023-11-08 05:55:00,42.375,ZN#3,ZN
2023-11-09 00:05:00,2023-11-09 00:35:00,42.375,ZN#3,ZN
2023-11-09 00:35:00,2023-11-09 00:40:00,26.75,ZN#5,ZN
2023-11-09 02:50:00,2023-11-09 03:00:00,26.75,ZN#4,ZN
2023-11-09 03:30:00,2023-11-09 03:35:00,11.125,ZN#5,ZN
2023-11-09 04:50:00,2023-11-09 05:35:00,26.75,ZN#4,ZN
2023-11-09 05:35:00,2023-11-09 05:50:00,-36.308035714291805,ZN#3,ZN
2023-11-09 06:30:00,2023-11-09 06:35:00,11.125,ZN#5,ZN
2023-11-09 06:50:00,2023-11-09 07:05:00,-51.375,ZN#4,ZN
2023-11-10 01:05:00,2023-11-10 01:10:00,42.375,ZN#5,ZN
2023-11-10 05:25:00,2023-11-10 05:30:00,26.75,ZN#5,ZN
2023-11-10 06:15:00,2023-11-10 06:30:00,26.75,ZN#3,ZN
2023-11-10 07:00:00,2023-11-10 07:05:00,26.75,ZN#4,ZN
2023-11-13 01:00:00,2023-11-13 01:15:00,-51.375,ZN#5,ZN
2023-11-13 02:00:00,2023-11-13 02:50:00,26.75,ZN#4,ZN
2023-11-13 03:25:00,2023-11-13 05:20:00,-35.75,ZN#5,ZN
2023-11-13 05:55:00,2023-11-13 06:25:00,-20.683035714291805,ZN#3,ZN
2023-11-14 00:10:00,2023-11-14 00:15:00,26.75,ZN#5,ZN
2023-11-14 01:10:00,2023-11-14 01:40:00,42.375,ZN#3,ZN
2023-11-14 02:05:00,2023-11-14 02:45:00,26.75,ZN#4,ZN
2023-11-14 05:25:00,2023-11-14 05:30:00,11.125,ZN#5,ZN
2023-11-14 06:50:00,2023-11-14 06:55:00,26.75,ZN#3,ZN
2023-11-15 00:15:00,2023-11-15 00:20:00,26.75,ZN#5,ZN
2023-11-15 00:05:00,2023-11-15 00:20:00,-45.7946428571388,ZN#3,ZN
2023-11-15 02:40:00,2023-11-15 02:50:00,42.375,ZN#4,ZN
2023-11-15 02:20:00,2023-11-15 03:00:00,42.375,ZN#5,ZN
2023-11-15 04:20:00,2023-11-15 04:30:00,26.75,ZN#5,ZN
2023-11-15 06:30:00,2023-11-15 06:35:00,11.125,ZN#5,ZN
2023-11-15 06:10:00,2023-11-15 06:45:00,42.375,ZN#3,ZN
2023-11-15 07:00:00,2023-11-15 07:00:00,-51.375,ZN#4,ZN
2023-11-16 01:15:00,2023-11-16 01:20:00,26.75,ZN#5,ZN
2023-11-16 01:15:00,2023-11-16 01:20:00,42.375,ZN#3,ZN
2023-11-16 02:00:00,2023-11-16 02:30:00,-51.375,ZN#4,ZN
2023-11-16 06:30:00,2023-11-16 06:35:00,11.125,ZN#5,ZN
2023-11-17 00:00:00,2023-11-17 00:05:00,26.75,ZN#3,ZN
2023-11-17 02:10:00,2023-11-17 02:15:00,26.75,ZN#5,ZN
2023-11-17 02:45:00,2023-11-17 02:55:00,26.75,ZN#4,ZN
2023-11-17 04:15:00,2023-11-17 04:20:00,11.125,ZN#5,ZN
2023-11-17 04:50:00,2023-11-17 04:55:00,11.125,ZN#4,ZN
2023-11-17 05:20:00,2023-11-17 05:20:00,-51.375,ZN#3,ZN
2023-11-17 06:20:00,2023-11-17 06:30:00,26.75,ZN#5,ZN
2023-11-20 00:40:00,2023-11-20 00:45:00,42.375,ZN#5,ZN
2023-11-20 02:20:00,2023-11-20 02:25:00,26.75,ZN#4,ZN
2023-11-20 02:25:00,2023-11-20 02:30:00,-20.683035714291805,ZN#3,ZN
2023-11-20 04:30:00,2023-11-20 04:50:00,-35.75,ZN#5,ZN
2023-11-20 05:05:00,2023-11-20 05:10:00,11.125,ZN#4,ZN
2023-11-20 06:30:00,2023-11-20 06:40:00,26.75,ZN#3,ZN
2023-11-20 07:00:00,2023-11-20 07:05:00,11.125,ZN#5,ZN
2023-11-21 00:05:00,2023-11-21 00:10:00,-26.263392857138797,ZN#5,ZN
2023-11-21 00:10:00,2023-11-21 00:15:00,42.375,ZN#3,ZN
2023-11-21 03:15:00,2023-11-21 03:20:00,11.125,ZN#4,ZN
2023-11-21 03:35:00,2023-11-21 04:00:00,-35.75,ZN#5,ZN
2023-11-21 04:20:00,2023-11-21 04:30:00,26.75,ZN#3,ZN
2023-11-21 06:25:00,2023-11-21 06:30:00,26.75,ZN#4,ZN
2023-11-21 06:55:00,2023-11-21 07:00:00,11.125,ZN#5,ZN
2023-11-22 00:00:00,2023-11-22 00:05:00,42.375,ZN#3,ZN
2023-11-22 01:50:00,2023-11-22 02:10:00,26.75,ZN#5,ZN
2023-11-22 02:00:00,2023-11-22 02:10:00,26.75,ZN#4,ZN
2023-11-22 04:00:00,2023-11-22 04:10:00,26.75,ZN#3,ZN
2023-11-23 00:25:00,2023-11-23 00:35:00,-10.638392857138797,ZN#3,ZN
2023-11-23 02:05:00,2023-11-23 02:25:00,-35.75,ZN#5,ZN
2023-11-23 02:35:00,2023-11-23 02:40:00,11.125,ZN#4,ZN
2023-11-23 05:15:00,2023-11-23 05:20:00,11.125,ZN#4,ZN
2023-11-23 06:30:00,2023-11-23 06:35:00,11.125,ZN#5,ZN
2023-11-23 06:30:00,2023-11-23 07:05:00,-33.5178571428612,ZN#3,ZN
2023-11-24 04:35:00,2023-11-24 04:45:00,11.125,ZN#5,ZN
2023-11-24 04:35:00,2023-11-24 06:20:00,-25.1473214285694,ZN#3,ZN
2023-11-24 06:20:00,2023-11-24 06:30:00,11.125,ZN#4,ZN
2023-11-24 06:45:00,2023-11-24 06:50:00,11.125,ZN#5,ZN
2023-11-27 00:00:00,2023-11-27 00:15:00,42.375,ZN#3,ZN
2023-11-27 00:10:00,2023-11-27 00:15:00,-45.7946428571388,ZN#5,ZN
2023-11-27 02:35:00,2023-11-27 02:55:00,26.75,ZN#4,ZN
2023-11-27 02:25:00,2023-11-27 02:55:00,26.75,ZN#5,ZN
2023-11-27 05:00:00,2023-11-27 05:05:00,26.75,ZN#5,ZN
2023-11-27 04:50:00,2023-11-27 05:30:00,42.375,ZN#3,ZN
2023-11-27 05:30:00,2023-11-27 05:40:00,26.75,ZN#4,ZN
2023-11-28 00:00:00,2023-11-28 00:15:00,26.75,ZN#5,ZN
2023-11-28 01:25:00,2023-11-28 01:40:00,58.0,ZN#3,ZN
2023-11-28 02:35:00,2023-11-28 02:45:00,26.75,ZN#4,ZN
2023-11-28 04:50:00,2023-11-28 04:55:00,11.125,ZN#5,ZN
2023-11-28 05:00:00,2023-11-28 05:05:00,11.125,ZN#4,ZN
2023-11-28 05:40:00,2023-11-28 06:00:00,-25.1473214285694,ZN#3,ZN
2023-11-29 00:30:00,2023-11-29 00:40:00,26.75,ZN#5,ZN
2023-11-29 03:20:00,2023-11-29 03:25:00,-35.75,ZN#4,ZN
2023-11-29 03:40:00,2023-11-29 03:55:00,42.375,ZN#3,ZN
2023-11-30 01:25:00,2023-11-30 01:50:00,-36.308035714291805,ZN#3,ZN
2023-11-30 01:35:00,2023-11-30 02:15:00,-35.75,ZN#5,ZN
2023-11-30 03:45:00,2023-11-30 04:05:00,-20.125,ZN#4,ZN
2023-12-01 00:00:00,2023-12-01 00:00:00,-35.75,ZN#5,ZN
2023-12-01 00:30:00,2023-12-01 01:45:00,-47.46875,ZN#3,ZN
2023-12-01 05:40:00,2023-12-01 05:40:00,-20.125,ZN#5,ZN
2023-12-01 05:40:00,2023-12-01 05:55:00,11.125,ZN#4,ZN
2023-12-04 06:05:00,2023-12-04 06:10:00,-51.375,ZN#5,ZN
2023-12-05 03:45:00,2023-12-05 04:10:00,-98.25,ZN#3,ZN
2023-12-06 03:15:00,2023-12-06 09:05:00,58.0,ZN#3,ZN
2023-12-06 09:05:00,2023-12-06 09:05:00,-51.375,ZN#5,ZN
2023-12-15 04:30:00,2023-12-15 04:35:00,26.75,ZN#4,ZN
2023-12-15 04:30:00,2023-12-15 04:35:00,26.75,ZN#5,ZN
2023-12-15 06:45:00,2023-12-15 06:50:00,42.375,ZN#3,ZN
2023-12-15 06:50:00,2023-12-15 06:55:00,-29.0535714285694,ZN#5,ZN
2023-12-15 06:50:00,2023-12-15 06:55:00,-35.75,ZN#4,ZN
2023-12-18 00:05:00,2023-12-18 00:15:00,26.75,ZN#5,ZN
2023-12-18 00:05:00,2023-12-18 00:45:00,-32.9598214285694,ZN#3,ZN
2023-12-18 02:05:00,2023-12-18 02:10:00,26.75,ZN#4,ZN
2023-12-18 02:30:00,2023-12-18 03:25:00,26.75,ZN#5,ZN
2023-12-18 06:20:00,2023-12-18 06:30:00,26.75,ZN#5,ZN
2023-12-18 06:20:00,2023-12-18 06:55:00,-41.8883928571388,ZN#3,ZN
2023-12-19 00:30:00,2023-12-19 00:35:00,-34.6339285714306,ZN#3,ZN
2023-12-19 01:45:00,2023-12-19 01:50:00,26.75,ZN#5,ZN
2023-12-19 02:30:00,2023-12-19 02:35:00,11.125,ZN#4,ZN
2023-12-20 00:00:00,2023-12-20 00:05:00,26.75,ZN#5,ZN
2023-12-20 00:10:00,2023-12-20 00:20:00,42.375,ZN#3,ZN
2023-12-20 02:30:00,2023-12-20 02:35:00,11.125,ZN#5,ZN
2023-12-20 02:30:00,2023-12-20 02:35:00,11.125,ZN#4,ZN
2023-12-20 04:30:00,2023-12-20 04:35:00,11.125,ZN#5,ZN
2023-12-20 04:20:00,2023-12-20 04:40:00,26.75,ZN#3,ZN
2023-12-21 00:10:00,2023-12-21 00:15:00,26.75,ZN#5,ZN
2023-12-21 02:10:00,2023-12-21 02:20:00,26.75,ZN#4,ZN
2023-12-21 02:40:00,2023-12-21 03:55:00,42.375,ZN#3,ZN
2023-12-21 04:35:00,2023-12-21 04:40:00,11.125,ZN#5,ZN
2023-12-21 04:40:00,2023-12-21 04:45:00,11.125,ZN#4,ZN
2023-12-21 07:10:00,2023-12-21 07:15:00,42.375,ZN#3,ZN
2023-12-21 07:10:00,2023-12-21 07:15:00,26.75,ZN#5,ZN
2023-12-22 00:15:00,2023-12-22 00:20:00,58.0,ZB#0,ZB
2023-12-22 00:20:00,2023-12-22 00:25:00,26.75,ZN#3,ZN
2023-12-22 00:40:00,2023-12-22 00:45:00,-11.196428571430602,ZB#2,ZB
2023-12-22 00:40:00,2023-12-22 00:45:00,13.357142857138797,ZN#5,ZN
2023-12-22 02:00:00,2023-12-22 02:35:00,58.0,ZB#1,ZB
2023-12-22 02:15:00,2023-12-22 02:35:00,58.0,ZB#0,ZB
2023-12-22 02:00:00,2023-12-22 02:35:00,58.0,ZB#2,ZB
2023-12-22 04:35:00,2023-12-22 04:40:00,26.75,ZN#3,ZN
2023-12-22 04:40:00,2023-12-22 04:45:00,26.75,ZB#1,ZB
2023-12-22 04:45:00,2023-12-22 04:50:00,-31.84375,ZN#5,ZN
2023-12-22 04:55:00,2023-12-22 05:00:00,36.7946428571388,ZB#0,ZB
2023-12-22 05:25:00,2023-12-22 05:35:00,26.75,ZN#4,ZN
2023-12-22 05:55:00,2023-12-22 06:05:00,58.0,ZB#2,ZB
2023-12-22 06:45:00,2023-12-22 06:50:00,11.125,ZN#5,ZN
2023-12-22 07:00:00,2023-12-22 07:05:00,58.0,ZB#2,ZB
2023-12-22 07:00:00,2023-12-22 07:15:00,58.0,ZB#0,ZB
2023-12-22 08:25:00,2023-12-22 08:30:00,-87.0892857142918,ZB#1,ZB
2023-12-22 10:30:00,2023-12-22 10:35:00,58.0,ZB#0,ZB
2023-12-22 10:35:00,2023-12-22 10:40:00,26.75,ZB#1,ZB
2023-12-22 13:15:00,2023-12-22 13:20:00,-67.0,ZB#1,ZB
2023-12-22 12:50:00,2023-12-22 13:20:00,120.5,ZB#0,ZB
2023-12-22 13:20:00,2023-12-22 13:25:00,10.008928571430602,ZB#2,ZB
2023-12-22 18:10:00,2023-12-22 19:05:00,-4.5,ZB#2,ZB
2023-12-25 23:45:00,2023-12-26 00:00:00,26.75,ZB#0,ZB
2023-12-26 00:15:00,2023-12-26 00:30:00,26.75,ZN#5,ZN
2023-12-26 00:35:00,2023-12-26 00:40:00,26.75,ZB#2,ZB
2023-12-26 00:50:00,2023-12-26 01:05:00,-41.8883928571388,ZN#3,ZN
2023-12-26 03:00:00,2023-12-26 03:05:00,58.0,ZB#0,ZB
2023-12-26 03:30:00,2023-12-26 03:35:00,11.125,ZN#4,ZN
2023-12-26 03:35:00,2023-12-26 04:00:00,11.125,ZN#5,ZN
2023-12-26 04:30:00,2023-12-26 04:35:00,26.75,ZB#1,ZB
2023-12-26 04:50:00,2023-12-26 04:55:00,11.125,ZN#3,ZN
2023-12-26 05:00:00,2023-12-26 05:05:00,26.75,ZB#0,ZB
2023-12-26 05:30:00,2023-12-26 05:35:00,-20.125,ZN#4,ZN
2023-12-26 06:00:00,2023-12-26 06:05:00,-1.1517857142918047,ZN#5,ZN
2023-12-26 06:00:00,2023-12-26 06:55:00,-67.0,ZB#2,ZB
2023-12-26 07:00:00,2023-12-26 07:10:00,26.75,ZB#0,ZB
2023-12-26 07:20:00,2023-12-26 07:25:00,26.75,ZB#1,ZB
2023-12-26 07:20:00,2023-12-26 07:25:00,26.75,ZB#2,ZB
2023-12-26 10:15:00,2023-12-26 10:25:00,26.75,ZB#0,ZB
2023-12-26 10:50:00,2023-12-26 10:55:00,-35.75,ZB#2,ZB
2023-12-26 13:20:00,2023-12-26 13:25:00,40.1428571428612,ZB#0,ZB
2023-12-26 13:25:00,2023-12-26 13:30:00,-31.285714285708195,ZB#2,ZB
2023-12-26 16:55:00,2023-12-26 17:00:00,89.25,ZB#0,ZB
2023-12-26 15:55:00,2023-12-26 17:50:00,-35.75,ZB#1,ZB
2023-12-26 17:50:00,2023-12-26 17:55:00,58.0,ZB#2,ZB
2023-12-26 18:15:00,2023-12-26 18:25:00,58.0,ZB#1,ZB
2023-12-26 20:00:00,2023-12-26 20:05:00,-33.5178571428612,ZB#0,ZB
2023-12-26 20:00:00,2023-12-26 20:05:00,-67.0,ZB#2,ZB
2023-12-26 23:45:00,2023-12-27 00:15:00,-62.535714285708195,ZB#0,ZB
2023-12-27 00:20:00,2023-12-27 00:45:00,-35.75,ZN#4,ZN
2023-12-27 01:10:00,2023-12-27 01:20:00,-53.6071428571388,ZB#2,ZB
