cond,mech,tpw,tr,ho,trpos,both
no exit slippage,vol,3.466076696165192,-3.699549529785641,-1.319994718783063,False,False
no commission,vol,3.466076696165192,-2.2731759034120143,0.13094867744335148,False,False
lifetime plan + stop-limit,vol,3.466076696165192,-2.967000079236189,-0.5776173602924964,False,False
frictionless,vol,3.466076696165192,-1.8995495297856406,0.4800052812169364,False,False
full cost today,vwr,53.620943952802364,-4.126851113341249,-5.890387874773335,False,False
no exit slippage,vwr,53.620943952802364,-3.7373669142856727,-5.49831988610478,False,False
no commission,vwr,53.620943952802364,-2.3268511133412484,-4.090387874773334,False,False
lifetime plan + stop-limit,vwr,53.620943952802364,-3.011160593907902,-4.773147081572201,False,False
frictionless,vwr,53.620943952802364,-1.9373669142856726,-3.698319886104779,False,False
full cost today,vwr,12.868731563421829,-3.904515448361677,-5.492581216134271,False,False
no exit slippage,vwr,12.868731563421829,-3.5411340381052665,-5.1022391638203874,False,False
no commission,vwr,12.868731563421829,-2.1045154483616773,-3.692581216134271,False,False
lifetime plan + stop-limit,vwr,12.868731563421829,-2.8044866022078305,-4.376375984745939,False,False
frictionless,vwr,12.868731563421829,-1.741134038105267,-3.302239163820388,False,False
full cost today,imp,53.96755162241888,-3.9254924586420574,-4.561707333753386,False,False
no exit slippage,imp,53.96755162241888,-3.531719895465162,-4.175599347251699,False,False
no commission,imp,53.96755162241888,-2.1254924586420576,-2.7617073337533853,False,False
lifetime plan + stop-limit,imp,53.96755162241888,-2.8072289207359193,-3.4480425418523715,False,False
frictionless,imp,53.96755162241888,-1.7317198954651623,-2.3755993472516983,False,False
full cost today,vol,52.76548672566372,-4.008596065727077,-5.169124888605694,False,False
no exit slippage,vol,52.76548672566372,-3.657756513488271,-4.813693133731042,False,False
no commission,vol,52.76548672566372,-2.2085960657270762,-3.3691248886056937,False,False
lifetime plan + stop-limit,vol,52.76548672566372,-2.9160923343837912,-4.073865835680902,False,False
frictionless,vol,52.76548672566372,-1.8577565134882703,-3.0136931337310418,False,False
full cost today,sqz,54.87463126843658,-3.385152028331329,-3.692343731777801,False,False
no exit slippage,sqz,54.87463126843658,-2.945580702682914,-3.2553400261134287,False,False
no commission,sqz,54.87463126843658,-1.5851520283313292,-1.8923437317778025,False,False
lifetime plan + stop-limit,sqz,54.87463126843658,-2.2394092329422803,-2.548141508379179,False,False
frictionless,sqz,54.87463126843658,-1.1455807026829143,-1.4553400261134297,False,False
full cost today,vwr,91.3716814159292,-3.6452626275257427,-3.9339567500374515,False,False
no exit slippage,vwr,91.3716814159292,-3.1722779253449906,-3.4615331761326296,False,False
no commission,vwr,91.3716814159292,-1.845262627525743,-2.133956750037452,False,False
lifetime plan + stop-limit,vwr,91.3716814159292,-2.4794718062172914,-2.768502605694559,False,False
frictionless,vwr,91.3716814159292,-1.3722779253449902,-1.6615331761326304,False,False
full cost today,vol,77.6401179941003,-2.538891756905622,-1.6718915245484938,False,False
no exit slippage,vol,77.6401179941003,-2.138617168787799,-1.273242875899845,False,False
no commission,vol,77.6401179941003,-0.7388917569056218,0.12810847545150594,False,False
lifetime plan + stop-limit,vol,77.6401179941003,-1.4167270040349271,-0.5507023353593052,False,False
frictionless,vol,77.6401179941003,-0.3386171687877986,0.5267571241001546,False,False
full cost today,vwr,34.5353982300885,-1.5733227748120637,-2.68892880258677,False,False
no exit slippage,vwr,34.5353982300885,-1.2411508816645604,-2.337839214209046,False,False
no commission,vwr,34.5353982300885,0.2266772251879361,-0.8889288025867704,True,False
lifetime plan + stop-limit,vwr,34.5353982300885,-0.49201963892356104,-1.5962750495601354,False,False
frictionless,vwr,34.5353982300885,0.5588491183354389,-0.5378392142090465,True,False
full cost today,imp,77.75811209439529,-3.23099474220164,-3.3362187579541773,False,False
no exit slippage,imp,77.75811209439529,-2.87732391988707,-2.9835487617958987,False,False
no commission,imp,77.75811209439529,-1.4309947422016402,-1.5362187579541773,False,False
lifetime plan + stop-limit,imp,77.75811209439529,-2.1367922488128968,-2.2426167602592084,False,False
frictionless,imp,77.75811209439529,-1.0773239198870703,-1.1835487617958984,False,False
full cost today,vwr,22.411504424778762,-5.3256333938464415,1.3240802653662407,False,False
no exit slippage,vwr,22.411504424778762,-4.95756901434623,1.687649586900164,False,False
no commission,vwr,22.411504424778762,-3.5256333938464413,3.1240802653662403,False,False
lifetime plan + stop-limit,vwr,22.411504424778762,-4.222794766146314,2.424221858286593,False,False
frictionless,vwr,22.411504424778762,-3.1575690143462296,3.487649586900164,False,False
full cost today,rev,73.25221238938053,-4.728183896913172,-4.815998934728809,False,False
no exit slippage,rev,73.25221238938053,-4.375354994391019,-4.467654054051365,False,False
no commission,rev,73.25221238938053,-2.928183896913173,-3.0159989347288096,False,False
lifetime plan + stop-limit,rev,73.25221238938053,-3.6344865553998793,-3.724992006322342,False,False
frictionless,rev,73.25221238938053,-2.575354994391019,-2.6676540540513654,False,False
full cost today,vwr,23.679941002949853,-4.004291659241994,-4.458421782255222,False,False
no exit slippage,vwr,23.679941002949853,-3.643324474440613,-4.083561447059691,False,False
no commission,vwr,23.679941002949853,-2.2042916592419943,-2.658421782255223,False,False
lifetime plan + stop-limit,vwr,23.679941002949853,-2.9057113483611636,-3.3515055811379035,False,False
frictionless,vwr,23.679941002949853,-1.8433244744406125,-2.283561447059692,False,False
full cost today,rev,12.721238938053098,-6.2725601185539395,-6.300740258395631,False,False
no exit slippage,rev,12.721238938053098,-5.905767665723753,-5.939490258395631,False,False
no commission,rev,12.721238938053098,-4.4725601185539405,-4.500740258395631,False,False
lifetime plan + stop-limit,rev,12.721238938053098,-5.170484646855827,-5.201990258395631,False,False
frictionless,rev,12.721238938053098,-4.105767665723752,-4.139490258395631,False,False
full cost today,sqz,3.8569321533923304,-4.122594827022561,-4.455132105000193,False,False
no exit slippage,sqz,3.8569321533923304,-3.7159452106542745,-4.049829074697162,False,False
no commission,sqz,3.8569321533923304,-2.3225948270225607,-2.655132105000193,False,False
lifetime plan + stop-limit,sqz,3.8569321533923304,-2.9966050572015894,-3.3299502868183746,False,False
frictionless,sqz,3.8569321533923304,-1.9159452106542745,-2.2498290746971628,False,False
full cost today,rev,19.542772861356934,-4.144774446295454,-4.992822463258604,False,False
no exit slippage,rev,19.542772861356934,-3.767794248275652,-4.60790182833797,False,False
no commission,rev,19.542772861356934,-2.3447744462954545,-3.1928224632586044,False,False
lifetime plan + stop-limit,rev,19.542772861356934,-3.036586327483574,-3.879870082306223,False,False
frictionless,rev,19.542772861356934,-1.9677942482756527,-2.8079018283379695,False,False
full cost today,vol,11.578171091445428,-2.3714012114832523,-1.9168869237412447,False,False
no exit slippage,vol,11.578171091445428,-2.012696417538762,-1.5691178948698539,False,False
no commission,vol,11.578171091445428,-0.5714012114832534,-0.11688692374124418,False,False
lifetime plan + stop-limit,vol,11.578171091445428,-1.274178335116558,-0.8262255064184092,False,False
frictionless,vol,11.578171091445428,-0.21269641753876223,0.2308821051301469,False,False
full cost today,vol,43.724188790560476,-3.8796742108999758,-4.181116742211946,False,False
no exit slippage,vol,43.724188790560476,-3.418231706930822,-3.7209193737908937,False,False
no commission,vol,43.724188790560476,-2.0796742108999755,-2.3811167422119475,False,False
lifetime plan + stop-limit,vol,43.724188790560476,-2.7208087085184833,-3.022998321159316,False,False
frictionless,vol,43.724188790560476,-1.6182317069308216,-1.9209193737908947,False,False
full cost today,orb,0.7595870206489675,-7.216263593857917,-5.45128840013351,False,False
no exit slippage,orb,0.7595870206489675,-6.843024157238199,-5.10753840013351,False,False
no commission,orb,0.7595870206489675,-5.4162635938579164,-3.6512884001335095,False,False
lifetime plan + stop-limit,orb,0.7595870206489675,-6.1103199318860835,-4.363038400133508,False,False
frictionless,orb,0.7595870206489675,-5.043024157238198,-3.3075384001335095,False,False
full cost today,vwr,6.6961651917404135,-6.4582986921253465,-15.22293127373773,False,False
no exit slippage,vwr,6.6961651917404135,-6.090628327624555,-14.80235365640921,False,False
no commission,vwr,6.6961651917404135,-4.6582986921253475,-13.422931273737731,False,False
lifetime plan + stop-limit,vwr,6.6961651917404135,-5.355696473424871,-14.088584703340619,False,False
frictionless,vwr,6.6961651917404135,-4.290628327624555,-13.00235365640921,False,False
full cost today,imp,130.16224188790562,-3.327092643955961,-3.3340379911355695,False,False
no exit slippage,imp,130.16224188790562,-2.9864414535680655,-3.0068241682414016,False,False
no commission,imp,130.16224188790562,-1.5270926439559611,-1.5340379911355704,False,False
lifetime plan + stop-limit,imp,130.16224188790562,-2.2407019297232234,-2.2557096973990687,False,False
frictionless,imp,130.16224188790562,-1.1864414535680652,-1.2068241682414018,False,False
full cost today,vwr,83.78318584070797,-4.443333754871364,-5.431241802443156,False,False
no exit slippage,vwr,83.78318584070797,-4.0658480405856485,-5.049587263952158,False,False
no commission,vwr,83.78318584070797,-2.643333754871363,-3.6312418024431574,False,False
lifetime plan + stop-limit,vwr,83.78318584070797,-3.3348423262999343,-4.320249079348557,False,False
frictionless,vwr,83.78318584070797,-2.2658480405856487,-3.249587263952158,False,False
full cost today,rev,52.59587020648968,-2.7414420648800295,-2.372054332857649,False,False
no exit slippage,rev,52.59587020648968,-2.3361581975388264,-1.9656476476208804,False,False
no commission,rev,52.59587020648968,-0.9414420648800299,-0.5720543328576494,False,False
lifetime plan + stop-limit,rev,52.59587020648968,-1.6162717444753072,-1.2462103217155875,False,False
frictionless,rev,52.59587020648968,-0.5361581975388272,-0.16564764762088063,False,False
full cost today,imp,156.9100294985251,-2.882211440749403,-5.516619769966933,False,False
no exit slippage,imp,156.9100294985251,-2.508801253417782,-5.132684480275437,False,False
no commission,imp,156.9100294985251,-1.0822114407494032,-3.7166197699669334,False,False
lifetime plan + stop-limit,imp,156.9100294985251,-1.7761653283504295,-4.404258596152036,False,False
frictionless,imp,156.9100294985251,-0.7088012534177823,-3.3326844802754363,False,False
full cost today,sqz,3.06047197640118,-3.389997768729704,-3.9013128029961672,False,False
no exit slippage,sqz,3.06047197640118,-3.0342285379604736,-3.532380764161215,False,False
no commission,sqz,3.06047197640118,-1.5899977687297042,-2.1013128029961665,False,False
lifetime plan + stop-limit,sqz,3.06047197640118,-2.2945362302681658,-2.797953579695195,False,False
frictionless,sqz,3.06047197640118,-1.2342285379604736,-1.732380764161215,False,False
full cost today,vol,36.44542772861357,-4.340144675858292,-4.640675792839053,False,False
no exit slippage,vol,36.44542772861357,-3.983791084698071,-4.290982541305311,False,False
no commission,vol,36.44542772861357,-2.5401446758582917,-2.8406757928390536,False,False
lifetime plan + stop-limit,vol,36.44542772861357,-3.2443325211621583,-3.548859841918807,False,False
frictionless,vol,36.44542772861357,-2.183791084698071,-2.490982541305311,False,False
full cost today,imp,30.707964601769913,-9.609123262888893,-8.103048927369215,False,False
no exit slippage,imp,30.707964601769913,-9.196244475010106,-7.703952541827049,False,False
no commission,imp,30.707964601769913,-7.809123262888893,-6.303048927369215,False,False
lifetime plan + stop-limit,imp,30.707964601769913,-8.47939599016162,-6.981591096043914,False,False
frictionless,imp,30.707964601769913,-7.396244475010105,-5.903952541827046,False,False
full cost today,imp,18.25958702064897,-4.144212009164448,0.5200250507526852,False,False
no exit slippage,imp,18.25958702064897,-3.811659925831115,0.8077948349253471,False,False
no commission,imp,18.25958702064897,-2.3442120091644485,2.320025050752685,False,False
lifetime plan + stop-limit,imp,18.25958702064897,-3.0626807591644467,1.5746869212562822,False,False
frictionless,imp,18.25958702064897,-2.0116599258311147,2.607794834925347,False,False
full cost today,vwr,10.494100294985252,-4.584208027065178,-5.64571474310225,False,False
no exit slippage,vwr,10.494100294985252,-4.153092750589077,-5.183636091416857,False,False
no commission,vwr,10.494100294985252,-2.784208027065179,-3.8457147431022514,False,False
lifetime plan + stop-limit,vwr,10.494100294985252,-3.4435388611795195,-4.486467552091017,False,False
frictionless,vwr,10.494100294985252,-2.3530927505890777,-3.383636091416858,False,False
full cost today,vwr,116.16519174041298,-3.264307174560187,-3.600992949786406,False,False
no exit slippage,vwr,116.16519174041298,-2.9260412304167938,-3.2626911132146734,False,False
no commission,vwr,116.16519174041298,-1.4643071745601874,-1.8009929497864066,False,False
lifetime plan + stop-limit,vwr,116.16519174041298,-2.1793476080741514,-2.516011847843367,False,False
frictionless,vwr,116.16519174041298,-1.1260412304167942,-1.4626911132146738,False,False
full cost today,vwr,3.0530973451327434,-4.566296909726212,-7.280507512161828,False,False
no exit slippage,vwr,3.0530973451327434,-4.214386081700734,-6.930507512161828,False,False
no commission,vwr,3.0530973451327434,-2.7662969097262127,-5.4805075121618305,False,False
lifetime plan + stop-limit,vwr,3.0530973451327434,-3.473150412910926,-6.188507512161833,False,False
frictionless,vwr,3.0530973451327434,-2.414386081700735,-5.13050751216183,False,False
full cost today,imp,54.8377581120944,-3.4093929836596866,-2.5393281450205043,False,False
no exit slippage,imp,54.8377581120944,-3.0325540887906515,-2.1620456530763583,False,False
no commission,imp,54.8377581120944,-1.609392983659687,-0.7393281450205043,False,False
lifetime plan + stop-limit,imp,54.8377581120944,-2.301289646738265,-1.4309586498540163,False,False
frictionless,imp,54.8377581120944,-1.232554088790652,-0.3620456530763582,False,False
full cost today,vol,68.53244837758112,-3.663159428941641,-3.9470406461457515,False,False
