per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,combo,logic,sess,exit
13.8,10664.0,0.82,5435.0,3,4,1401,-1500.0,3min,"donch(6,)&mom(5, 0.001)",or,morning,trail0/0/5.0
28.2,21812.0,1.2,8841.0,4,4,774,2123.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,eod0/0/0
-60.6,-47005.0,-8.15,47296.0,0,4,12526,-18328.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st10/20/0
-42.2,-32667.0,-4.71,33657.0,0,4,10159,-12815.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st10/40/0
-37.1,-28834.0,-3.64,29391.0,0,4,9028,-12398.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st10/60/0
-55.6,-43283.0,-5.46,43250.0,0,4,11573,-20163.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st20/20/0
-29.4,-22810.0,-2.52,23510.0,0,4,8575,-10352.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st20/40/0
-25.8,-20044.0,-2.07,20579.0,0,4,7133,-9489.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st20/60/0
-46.5,-36215.0,-3.79,36501.0,0,4,10943,-20024.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st30/20/0
-19.9,-15520.0,-1.46,15823.0,0,4,7712,-7889.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st30/40/0
-18.2,-14128.0,-1.28,14164.0,0,4,6145,-8745.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,st30/60/0
-80.0,-62151.0,-4.71,62267.0,0,4,6367,-25978.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,trail0/0/2.0
-21.5,-16724.0,-1.11,18462.0,0,4,4086,-7049.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,trail0/0/3.0
6.6,5105.0,0.28,8507.0,2,4,2170,-2373.0,3min,"donch(6,)&mom(10, 0.001)",and,rth,trail0/0/5.0
16.0,12374.0,0.92,6687.0,4,4,774,401.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,eod0/0/0
-31.7,-24523.0,-6.38,24897.0,0,4,6690,-9511.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st10/20/0
-20.6,-15965.0,-3.3,16725.0,0,4,5467,-6645.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st10/40/0
-17.7,-13682.0,-2.41,14428.0,0,4,4938,-5959.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st10/60/0
-30.8,-23898.0,-4.47,23990.0,0,4,6234,-11607.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st20/20/0
-14.0,-10814.0,-1.7,11060.0,1,4,4700,-5941.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st20/40/0
-13.4,-10381.0,-1.48,11151.0,0,4,4010,-6090.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st20/60/0
-26.5,-20517.0,-3.24,20930.0,0,4,5972,-11534.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st30/20/0
-9.0,-6972.0,-0.92,8403.0,1,4,4291,-4538.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st30/40/0
-11.5,-8921.0,-1.14,9076.0,1,4,3544,-5555.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,st30/60/0
-39.7,-30732.0,-2.84,31922.0,0,4,3242,-15042.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,trail0/0/2.0
0.1,46.0,0.0,6698.0,2,4,2189,-1892.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,trail0/0/3.0
13.9,10756.0,0.83,4427.0,3,4,1315,-567.0,3min,"donch(6,)&mom(10, 0.001)",and,morning,trail0/0/5.0
18.2,14101.0,0.76,8178.0,3,4,774,-1136.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,eod0/0/0
-175.6,-136631.0,-10.78,136417.0,0,4,36030,-58387.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st10/20/0
-100.3,-78029.0,-6.61,77790.0,0,4,25750,-32369.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st10/40/0
-75.6,-58904.0,-4.81,58573.0,0,4,20637,-23114.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st10/60/0
-138.2,-107652.0,-7.0,107568.0,0,4,27256,-52581.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st20/20/0
-68.1,-53055.0,-3.8,53034.0,0,4,17915,-23955.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st20/40/0
-39.1,-30485.0,-2.13,30339.0,0,4,13591,-14474.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st20/60/0
-106.9,-83274.0,-4.9,83424.0,0,4,22144,-43397.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st30/20/0
-52.5,-40870.0,-2.65,41335.0,0,4,13977,-22171.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st30/40/0
-35.9,-27921.0,-1.78,29497.0,0,4,10389,-14031.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,st30/60/0
-117.3,-91351.0,-5.72,91942.0,0,4,9577,-35384.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,trail0/0/2.0
-36.9,-28808.0,-1.63,28889.0,0,4,4947,-9878.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,trail0/0/3.0
0.9,736.0,0.04,9835.0,2,4,2383,-1968.0,3min,"donch(6,)&mom(10, 0.001)",or,rth,trail0/0/5.0
10.3,7934.0,0.57,5586.0,4,4,774,138.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,eod0/0/0
-102.6,-79500.0,-9.46,79337.0,0,4,20115,-33643.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st10/20/0
-53.7,-41647.0,-4.88,41492.0,0,4,14663,-17179.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st10/40/0
-40.9,-31694.0,-3.46,31536.0,0,4,11851,-13340.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st10/60/0
-85.1,-65932.0,-6.27,65817.0,0,4,15512,-31664.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st20/20/0
-40.3,-31210.0,-3.09,31142.0,0,4,10428,-14502.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st20/40/0
-23.1,-17889.0,-1.65,17782.0,0,4,8027,-8627.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st20/60/0
-63.9,-49550.0,-4.27,50197.0,0,4,12703,-24802.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st30/20/0
-30.4,-23554.0,-2.06,24523.0,0,4,8228,-13540.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st30/40/0
-22.3,-17269.0,-1.48,18509.0,0,4,6255,-9232.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,st30/60/0
-60.6,-46929.0,-3.75,48952.0,0,4,4887,-21071.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,trail0/0/2.0
-9.0,-6998.0,-0.51,13012.0,1,4,2608,-4660.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,trail0/0/3.0
12.2,9438.0,0.72,5518.0,3,4,1415,-536.0,3min,"donch(6,)&mom(10, 0.001)",or,morning,trail0/0/5.0
27.9,21593.0,1.23,5636.0,4,4,774,3493.0,3min,"donch(6,)&ema(9, 50)",and,rth,eod0/0/0
-50.6,-39338.0,-7.73,39434.0,0,4,10309,-15126.0,3min,"donch(6,)&ema(9, 50)",and,rth,st10/20/0
-37.2,-28881.0,-4.63,28889.0,0,4,8374,-10899.0,3min,"donch(6,)&ema(9, 50)",and,rth,st10/40/0
-33.4,-25981.0,-3.63,26369.0,0,4,7467,-10867.0,3min,"donch(6,)&ema(9, 50)",and,rth,st10/60/0
-50.9,-39586.0,-5.82,39711.0,0,4,9500,-18088.0,3min,"donch(6,)&ema(9, 50)",and,rth,st20/20/0
-32.7,-25431.0,-3.12,25413.0,0,4,7115,-9602.0,3min,"donch(6,)&ema(9, 50)",and,rth,st20/40/0
-27.8,-21663.0,-2.45,22686.0,0,4,6009,-9380.0,3min,"donch(6,)&ema(9, 50)",and,rth,st20/60/0
-42.0,-32662.0,-3.98,32635.0,0,4,8980,-16444.0,3min,"donch(6,)&ema(9, 50)",and,rth,st30/20/0
-23.4,-18217.0,-1.89,18145.0,0,4,6412,-7769.0,3min,"donch(6,)&ema(9, 50)",and,rth,st30/40/0
-17.6,-13700.0,-1.34,15716.0,0,4,5208,-7654.0,3min,"donch(6,)&ema(9, 50)",and,rth,st30/60/0
-64.6,-50251.0,-4.4,50613.0,0,4,5304,-22548.0,3min,"donch(6,)&ema(9, 50)",and,rth,trail0/0/2.0
-23.3,-18148.0,-1.17,20140.0,0,4,3523,-9184.0,3min,"donch(6,)&ema(9, 50)",and,rth,trail0/0/3.0
4.0,3095.0,0.18,7813.0,3,4,2055,-2935.0,3min,"donch(6,)&ema(9, 50)",and,rth,trail0/0/5.0
18.8,14534.0,1.12,3937.0,4,4,774,531.0,3min,"donch(6,)&ema(9, 50)",and,morning,eod0/0/0
-26.6,-20592.0,-5.82,20589.0,0,4,5451,-7956.0,3min,"donch(6,)&ema(9, 50)",and,morning,st10/20/0
-17.8,-13818.0,-3.13,13882.0,0,4,4463,-5347.0,3min,"donch(6,)&ema(9, 50)",and,morning,st10/40/0
-14.5,-11222.0,-2.19,11604.0,0,4,4032,-5091.0,3min,"donch(6,)&ema(9, 50)",and,morning,st10/60/0
-27.8,-21565.0,-4.47,21634.0,0,4,5059,-9950.0,3min,"donch(6,)&ema(9, 50)",and,morning,st20/20/0
-16.1,-12505.0,-2.13,12466.0,0,4,3850,-4584.0,3min,"donch(6,)&ema(9, 50)",and,morning,st20/40/0
-13.6,-10566.0,-1.66,10890.0,0,4,3332,-5116.0,3min,"donch(6,)&ema(9, 50)",and,morning,st20/60/0
-22.2,-17243.0,-3.09,17212.0,0,4,4841,-9993.0,3min,"donch(6,)&ema(9, 50)",and,morning,st30/20/0
-9.6,-7460.0,-1.09,8115.0,1,4,3509,-3855.0,3min,"donch(6,)&ema(9, 50)",and,morning,st30/40/0
-7.9,-6119.0,-0.85,6432.0,1,4,2949,-4295.0,3min,"donch(6,)&ema(9, 50)",and,morning,st30/60/0
-29.0,-22447.0,-2.53,22509.0,0,4,2637,-11874.0,3min,"donch(6,)&ema(9, 50)",and,morning,trail0/0/2.0
-0.7,-544.0,-0.05,5974.0,2,4,1851,-1871.0,3min,"donch(6,)&ema(9, 50)",and,morning,trail0/0/3.0
13.0,10112.0,0.8,4056.0,4,4,1246,275.0,3min,"donch(6,)&ema(9, 50)",and,morning,trail0/0/5.0
40.5,31324.0,1.75,4076.0,4,4,774,316.0,3min,"donch(6,)&ema(9, 50)",or,rth,eod0/0/0
-80.3,-62296.0,-9.25,62521.0,0,4,16845,-23609.0,3min,"donch(6,)&ema(9, 50)",or,rth,st10/20/0
-59.0,-45792.0,-5.82,46267.0,0,4,13308,-18654.0,3min,"donch(6,)&ema(9, 50)",or,rth,st10/40/0
-46.4,-36081.0,-3.98,36298.0,0,4,11502,-15787.0,3min,"donch(6,)&ema(9, 50)",or,rth,st10/60/0
-74.5,-58005.0,-6.54,58048.0,0,4,14951,-26466.0,3min,"donch(6,)&ema(9, 50)",or,rth,st20/20/0
-42.2,-32818.0,-3.2,33356.0,0,4,10726,-15513.0,3min,"donch(6,)&ema(9, 50)",or,rth,st20/40/0
-34.0,-26454.0,-2.39,26279.0,0,4,8739,-11580.0,3min,"donch(6,)&ema(9, 50)",or,rth,st20/60/0
-60.9,-47414.0,-4.52,47849.0,0,4,13494,-24260.0,3min,"donch(6,)&ema(9, 50)",or,rth,st30/20/0
-28.3,-22027.0,-1.87,24474.0,1,4,9209,-12539.0,3min,"donch(6,)&ema(9, 50)",or,rth,st30/40/0
-25.1,-19539.0,-1.59,19755.0,0,4,7244,-8261.0,3min,"donch(6,)&ema(9, 50)",or,rth,st30/60/0
-97.8,-76161.0,-5.2,76353.0,0,4,8295,-30408.0,3min,"donch(6,)&ema(9, 50)",or,rth,trail0/0/2.0
-26.6,-20687.0,-1.32,23170.0,0,4,4678,-10045.0,3min,"donch(6,)&ema(9, 50)",or,rth,trail0/0/3.0
11.0,8572.0,0.46,6437.0,3,4,2307,-716.0,3min,"donch(6,)&ema(9, 50)",or,rth,trail0/0/5.0
26.4,20442.0,1.53,3592.0,4,4,774,404.0,3min,"donch(6,)&ema(9, 50)",or,morning,eod0/0/0
-41.2,-31876.0,-7.05,32157.0,0,4,8821,-11535.0,3min,"donch(6,)&ema(9, 50)",or,morning,st10/20/0
-27.8,-21548.0,-3.87,22049.0,0,4,7059,-8804.0,3min,"donch(6,)&ema(9, 50)",or,morning,st10/40/0
-23.0,-17848.0,-2.72,18316.0,0,4,6240,-8068.0,3min,"donch(6,)&ema(9, 50)",or,morning,st10/60/0
-40.3,-31257.0,-5.11,31432.0,0,4,7995,-14606.0,3min,"donch(6,)&ema(9, 50)",or,morning,st20/20/0
-20.1,-15608.0,-2.14,16000.0,0,4,5875,-8507.0,3min,"donch(6,)&ema(9, 50)",or,morning,st20/40/0
-19.7,-15291.0,-1.89,15855.0,0,4,4935,-8699.0,3min,"donch(6,)&ema(9, 50)",or,morning,st20/60/0
-33.6,-26059.0,-3.62,27340.0,0,4,7389,-13854.0,3min,"donch(6,)&ema(9, 50)",or,morning,st30/20/0
-13.7,-10603.0,-1.25,12857.0,2,4,5166,-6713.0,3min,"donch(6,)&ema(9, 50)",or,morning,st30/40/0
-13.0,-10081.0,-1.13,10855.0,0,4,4204,-4945.0,3min,"donch(6,)&ema(9, 50)",or,morning,st30/60/0
-49.0,-38006.0,-3.22,39336.0,0,4,4099,-17657.0,3min,"donch(6,)&ema(9, 50)",or,morning,trail0/0/2.0
-0.2,-140.0,-0.01,8389.0,2,4,2435,-2611.0,3min,"donch(6,)&ema(9, 50)",or,morning,trail0/0/3.0
18.2,14079.0,1.05,3670.0,4,4,1363,853.0,3min,"donch(6,)&ema(9, 50)",or,morning,trail0/0/5.0
32.0,24732.0,1.4,7530.0,4,4,774,3598.0,3min,"donch(6,)&ema(9, 20)",and,rth,eod0/0/0
-56.6,-43932.0,-8.05,44014.0,0,4,11647,-17326.0,3min,"donch(6,)&ema(9, 20)",and,rth,st10/20/0
-39.8,-30891.0,-4.64,31572.0,0,4,9434,-12729.0,3min,"donch(6,)&ema(9, 20)",and,rth,st10/40/0
-33.9,-26401.0,-3.49,26751.0,0,4,8386,-12555.0,3min,"donch(6,)&ema(9, 20)",and,rth,st10/60/0
-55.9,-43542.0,-5.95,43529.0,0,4,10731,-20135.0,3min,"donch(6,)&ema(9, 20)",and,rth,st20/20/0
-35.6,-27602.0,-3.27,27643.0,0,4,7981,-10970.0,3min,"donch(6,)&ema(9, 20)",and,rth,st20/40/0
-29.9,-23275.0,-2.54,23674.0,0,4,6688,-11080.0,3min,"donch(6,)&ema(9, 20)",and,rth,st20/60/0
-48.2,-37541.0,-4.29,37438.0,0,4,10056,-18957.0,3min,"donch(6,)&ema(9, 20)",and,rth,st30/20/0
-25.1,-19535.0,-2.01,19361.0,0,4,7132,-8865.0,3min,"donch(6,)&ema(9, 20)",and,rth,st30/40/0
-19.2,-14962.0,-1.45,16252.0,0,4,5722,-10843.0,3min,"donch(6,)&ema(9, 20)",and,rth,st30/60/0
-70.6,-54983.0,-4.74,55632.0,0,4,6056,-24521.0,3min,"donch(6,)&ema(9, 20)",and,rth,trail0/0/2.0
-23.4,-18204.0,-1.15,20779.0,0,4,3979,-9835.0,3min,"donch(6,)&ema(9, 20)",and,rth,trail0/0/3.0
4.6,3594.0,0.2,8771.0,2,4,2165,-4750.0,3min,"donch(6,)&ema(9, 20)",and,rth,trail0/0/5.0
17.5,13527.0,1.03,5400.0,4,4,774,929.0,3min,"donch(6,)&ema(9, 20)",and,morning,eod0/0/0
-28.0,-21636.0,-5.77,21701.0,0,4,6081,-8119.0,3min,"donch(6,)&ema(9, 20)",and,morning,st10/20/0
-19.2,-14860.0,-3.19,15107.0,0,4,4973,-6298.0,3min,"donch(6,)&ema(9, 20)",and,morning,st10/40/0
-14.6,-11304.0,-2.09,11675.0,0,4,4491,-5786.0,3min,"donch(6,)&ema(9, 20)",and,morning,st10/60/0
-29.1,-22589.0,-4.51,22688.0,0,4,5654,-10332.0,3min,"donch(6,)&ema(9, 20)",and,morning,st20/20/0
-16.9,-13071.0,-2.18,13259.0,0,4,4281,-5124.0,3min,"donch(6,)&ema(9, 20)",and,morning,st20/40/0
-13.6,-10569.0,-1.6,10980.0,0,4,3690,-5853.0,3min,"donch(6,)&ema(9, 20)",and,morning,st20/60/0
-25.2,-19516.0,-3.32,19454.0,0,4,5397,-10203.0,3min,"donch(6,)&ema(9, 20)",and,morning,st30/20/0
-11.2,-8665.0,-1.22,8569.0,1,4,3899,-4278.0,3min,"donch(6,)&ema(9, 20)",and,morning,st30/40/0
-8.8,-6835.0,-0.91,7322.0,1,4,3253,-4412.0,3min,"donch(6,)&ema(9, 20)",and,morning,st30/60/0
-31.5,-24433.0,-2.7,25334.0,0,4,2960,-13561.0,3min,"donch(6,)&ema(9, 20)",and,morning,trail0/0/2.0
-0.3,-203.0,-0.02,8566.0,2,4,2064,-3291.0,3min,"donch(6,)&ema(9, 20)",and,morning,trail0/0/3.0
12.0,9273.0,0.7,4665.0,3,4,1302,-374.0,3min,"donch(6,)&ema(9, 20)",and,morning,trail0/0/5.0
42.5,32898.0,1.83,3831.0,4,4,774,429.0,3min,"donch(6,)&ema(9, 20)",or,rth,eod0/0/0
-81.9,-63602.0,-9.13,63803.0,0,4,17481,-22385.0,3min,"donch(6,)&ema(9, 20)",or,rth,st10/20/0
-61.6,-47937.0,-5.94,48291.0,0,4,13796,-16700.0,3min,"donch(6,)&ema(9, 20)",or,rth,st10/40/0
-49.4,-38443.0,-4.22,38595.0,0,4,11936,-12887.0,3min,"donch(6,)&ema(9, 20)",or,rth,st10/60/0
-78.4,-61185.0,-6.72,61131.0,0,4,15369,-25601.0,3min,"donch(6,)&ema(9, 20)",or,rth,st20/20/0
-49.3,-38428.0,-3.73,38612.0,0,4,10992,-15626.0,3min,"donch(6,)&ema(9, 20)",or,rth,st20/40/0
-34.4,-26763.0,-2.44,26767.0,0,4,8936,-10326.0,3min,"donch(6,)&ema(9, 20)",or,rth,st20/60/0
-61.9,-48295.0,-4.6,48843.0,0,4,13764,-23736.0,3min,"donch(6,)&ema(9, 20)",or,rth,st30/20/0
-32.5,-25309.0,-2.12,27440.0,0,4,9375,-12567.0,3min,"donch(6,)&ema(9, 20)",or,rth,st30/40/0
-24.6,-19127.0,-1.57,19410.0,0,4,7384,-9271.0,3min,"donch(6,)&ema(9, 20)",or,rth,st30/60/0
-102.2,-79746.0,-5.5,80126.0,0,4,8461,-32125.0,3min,"donch(6,)&ema(9, 20)",or,rth,trail0/0/2.0
-27.3,-21308.0,-1.37,23946.0,0,4,4742,-10631.0,3min,"donch(6,)&ema(9, 20)",or,rth,trail0/0/3.0
11.6,8995.0,0.49,7756.0,3,4,2301,-1175.0,3min,"donch(6,)&ema(9, 20)",or,rth,trail0/0/5.0
24.1,18685.0,1.39,4282.0,3,4,774,-8.0,3min,"donch(6,)&ema(9, 20)",or,morning,eod0/0/0
-42.4,-32832.0,-7.21,32941.0,0,4,9156,-10940.0,3min,"donch(6,)&ema(9, 20)",or,morning,st10/20/0
-29.6,-22933.0,-4.1,23285.0,0,4,7327,-8583.0,3min,"donch(6,)&ema(9, 20)",or,morning,st10/40/0
-23.1,-17900.0,-2.69,18422.0,0,4,6471,-6869.0,3min,"donch(6,)&ema(9, 20)",or,morning,st10/60/0
-44.2,-34218.0,-5.5,34258.0,0,4,8242,-14624.0,3min,"donch(6,)&ema(9, 20)",or,morning,st20/20/0
-26.3,-20387.0,-2.79,20571.0,0,4,6050,-9861.0,3min,"donch(6,)&ema(9, 20)",or,morning,st20/40/0
-21.9,-17004.0,-2.1,17412.0,0,4,5098,-9045.0,3min,"donch(6,)&ema(9, 20)",or,morning,st20/60/0
-36.6,-28328.0,-3.85,29273.0,0,4,7564,-14352.0,3min,"donch(6,)&ema(9, 20)",or,morning,st30/20/0
-18.8,-14602.0,-1.69,15835.0,0,4,5272,-8133.0,3min,"donch(6,)&ema(9, 20)",or,morning,st30/40/0
-16.9,-13083.0,-1.43,13827.0,0,4,4314,-6593.0,3min,"donch(6,)&ema(9, 20)",or,morning,st30/60/0
-53.2,-41203.0,-3.57,42277.0,0,4,4192,-19296.0,3min,"donch(6,)&ema(9, 20)",or,morning,trail0/0/2.0
-2.6,-1996.0,-0.17,9586.0,1,4,2467,-2502.0,3min,"donch(6,)&ema(9, 20)",or,morning,trail0/0/3.0
17.3,13424.0,1.01,4231.0,4,4,1364,725.0,3min,"donch(6,)&ema(9, 20)",or,morning,trail0/0/5.0
22.2,17156.0,0.97,5376.0,4,4,774,2847.0,3min,"donch(6,)&ema(20, 50)",and,rth,eod0/0/0
-45.9,-35663.0,-7.59,35654.0,0,4,9389,-13147.0,3min,"donch(6,)&ema(20, 50)",and,rth,st10/20/0
-31.8,-24645.0,-4.26,24712.0,0,4,7601,-8641.0,3min,"donch(6,)&ema(20, 50)",and,rth,st10/40/0
-27.3,-21238.0,-3.2,21321.0,0,4,6776,-8132.0,3min,"donch(6,)&ema(20, 50)",and,rth,st10/60/0
-44.0,-34267.0,-5.4,34226.0,0,4,8653,-14458.0,3min,"donch(6,)&ema(20, 50)",and,rth,st20/20/0
-26.6,-20680.0,-2.71,20892.0,0,4,6464,-7510.0,3min,"donch(6,)&ema(20, 50)",and,rth,st20/40/0
-22.9,-17813.0,-2.14,19062.0,0,4,5490,-7095.0,3min,"donch(6,)&ema(20, 50)",and,rth,st20/60/0
-39.0,-30348.0,-3.92,30283.0,0,4,8215,-14756.0,3min,"donch(6,)&ema(20, 50)",and,rth,st30/20/0
-19.4,-15070.0,-1.64,15142.0,0,4,5868,-6786.0,3min,"donch(6,)&ema(20, 50)",and,rth,st30/40/0
-15.5,-12056.0,-1.23,13864.0,0,4,4783,-5521.0,3min,"donch(6,)&ema(20, 50)",and,rth,st30/60/0
-51.6,-40121.0,-3.75,40777.0,0,4,4776,-18287.0,3min,"donch(6,)&ema(20, 50)",and,rth,trail0/0/2.0
-13.7,-10623.0,-0.75,13640.0,0,4,3190,-8079.0,3min,"donch(6,)&ema(20, 50)",and,rth,trail0/0/3.0
3.8,2936.0,0.17,7355.0,2,4,1947,-2463.0,3min,"donch(6,)&ema(20, 50)",and,rth,trail0/0/5.0
15.9,12293.0,0.95,4243.0,4,4,773,63.0,3min,"donch(6,)&ema(20, 50)",and,morning,eod0/0/0
-23.7,-18369.0,-5.5,18390.0,0,4,5007,-6675.0,3min,"donch(6,)&ema(20, 50)",and,morning,st10/20/0
-15.6,-12061.0,-2.91,12271.0,0,4,4088,-4119.0,3min,"donch(6,)&ema(20, 50)",and,morning,st10/40/0
-12.1,-9335.0,-1.93,9743.0,0,4,3682,-3930.0,3min,"donch(6,)&ema(20, 50)",and,morning,st10/60/0
-24.7,-19111.0,-4.22,19096.0,0,4,4646,-7988.0,3min,"donch(6,)&ema(20, 50)",and,morning,st20/20/0
-14.2,-11012.0,-2.02,11141.0,0,4,3525,-3607.0,3min,"donch(6,)&ema(20, 50)",and,morning,st20/40/0
-12.2,-9406.0,-1.56,9751.0,0,4,3052,-3941.0,3min,"donch(6,)&ema(20, 50)",and,morning,st20/60/0
-20.5,-15834.0,-2.96,15748.0,0,4,4454,-8430.0,3min,"donch(6,)&ema(20, 50)",and,morning,st30/20/0
-8.1,-6243.0,-0.96,6583.0,1,4,3235,-3477.0,3min,"donch(6,)&ema(20, 50)",and,morning,st30/40/0
-7.3,-5672.0,-0.82,5757.0,1,4,2704,-3036.0,3min,"donch(6,)&ema(20, 50)",and,morning,st30/60/0
-25.1,-19432.0,-2.31,19465.0,0,4,2406,-10550.0,3min,"donch(6,)&ema(20, 50)",and,morning,trail0/0/2.0
2.7,2116.0,0.19,5805.0,2,4,1679,-1529.0,3min,"donch(6,)&ema(20, 50)",and,morning,trail0/0/3.0
13.1,10154.0,0.83,3775.0,3,4,1176,-537.0,3min,"donch(6,)&ema(20, 50)",and,morning,trail0/0/5.0
41.4,32055.0,1.79,4135.0,4,4,774,905.0,3min,"donch(6,)&ema(20, 50)",or,rth,eod0/0/0
-78.5,-60928.0,-9.09,61273.0,0,4,16670,-22629.0,3min,"donch(6,)&ema(20, 50)",or,rth,st10/20/0
-57.5,-44653.0,-5.73,45160.0,0,4,13152,-16499.0,3min,"donch(6,)&ema(20, 50)",or,rth,st10/40/0
-45.2,-35163.0,-3.91,35491.0,0,4,11389,-13885.0,3min,"donch(6,)&ema(20, 50)",or,rth,st10/60/0
-72.8,-56738.0,-6.41,56840.0,0,4,14856,-25132.0,3min,"donch(6,)&ema(20, 50)",or,rth,st20/20/0
-43.3,-33643.0,-3.3,34025.0,0,4,10603,-15541.0,3min,"donch(6,)&ema(20, 50)",or,rth,st20/40/0
-33.2,-25853.0,-2.35,25728.0,0,4,8668,-10603.0,3min,"donch(6,)&ema(20, 50)",or,rth,st20/60/0
-59.1,-46057.0,-4.44,46577.0,0,4,13429,-22841.0,3min,"donch(6,)&ema(20, 50)",or,rth,st30/20/0
-29.9,-23258.0,-1.96,24539.0,0,4,9149,-11936.0,3min,"donch(6,)&ema(20, 50)",or,rth,st30/40/0
-24.9,-19408.0,-1.59,19694.0,0,4,7200,-7809.0,3min,"donch(6,)&ema(20, 50)",or,rth,st30/60/0
-100.7,-78430.0,-5.28,78344.0,0,4,8273,-31726.0,3min,"donch(6,)&ema(20, 50)",or,rth,trail0/0/2.0
-29.6,-23087.0,-1.44,25056.0,0,4,4666,-9567.0,3min,"donch(6,)&ema(20, 50)",or,rth,trail0/0/3.0
12.5,9714.0,0.53,6685.0,3,4,2309,-1663.0,3min,"donch(6,)&ema(20, 50)",or,rth,trail0/0/5.0
26.1,20232.0,1.52,3894.0,4,4,774,217.0,3min,"donch(6,)&ema(20, 50)",or,morning,eod0/0/0
-39.9,-30891.0,-6.9,31203.0,0,4,8704,-10841.0,3min,"donch(6,)&ema(20, 50)",or,morning,st10/20/0
-27.4,-21207.0,-3.86,21736.0,0,4,6951,-7571.0,3min,"donch(6,)&ema(20, 50)",or,morning,st10/40/0
-21.4,-16610.0,-2.55,17120.0,0,4,6167,-6589.0,3min,"donch(6,)&ema(20, 50)",or,morning,st10/60/0
-39.4,-30541.0,-5.04,30677.0,0,4,7922,-13654.0,3min,"donch(6,)&ema(20, 50)",or,morning,st20/20/0
-21.2,-16407.0,-2.28,16601.0,0,4,5796,-8345.0,3min,"donch(6,)&ema(20, 50)",or,morning,st20/40/0
-20.1,-15550.0,-1.93,16046.0,0,4,4887,-8582.0,3min,"donch(6,)&ema(20, 50)",or,morning,st20/60/0
-31.9,-24702.0,-3.43,25469.0,0,4,7324,-12704.0,3min,"donch(6,)&ema(20, 50)",or,morning,st30/20/0
-14.2,-11002.0,-1.3,12238.0,1,4,5099,-6501.0,3min,"donch(6,)&ema(20, 50)",or,morning,st30/40/0
-14.5,-11240.0,-1.25,11928.0,0,4,4168,-5222.0,3min,"donch(6,)&ema(20, 50)",or,morning,st30/60/0
-49.7,-38550.0,-3.25,39460.0,0,4,4084,-18108.0,3min,"donch(6,)&ema(20, 50)",or,morning,trail0/0/2.0
-2.8,-2172.0,-0.18,9041.0,1,4,2425,-2629.0,3min,"donch(6,)&ema(20, 50)",or,morning,trail0/0/3.0
18.9,14640.0,1.11,4074.0,4,4,1364,383.0,3min,"donch(6,)&ema(20, 50)",or,morning,trail0/0/5.0
